Optimal Profit [€],Contract Defaulting [€],Profit Percentage [%],EBITDA [€],Short Exposure [%],Long Exposure [%],Revenue Exposure [%],Cost Exposure [%],Balancing Exposure [%],Scope 2 Emissions [tCO2/MWh],Hydrogen Produced [tH2],Episode Runtime [s]
77615562.841357,8214708.787644748,69.62170741462951,54037280.069627464,0.5328955942848438,0.13383713569262923,0.06731704984988109,0.49702263499958904,0.0,0.08310904328321463,59722.93389961386,228.05061769485474
84819342.15659481,0.0,77.89194534265393,66067435.63261345,0.536529222211868,0.1418367587181914,0.0711518151212468,0.4983541941859029,0.0,0.08216016992156852,60292.21702076431,216.56532263755798
74330572.30343962,0.0,85.34769537373185,63439430.419091135,0.5366704983206371,0.1374368163249336,0.06874936700505678,0.4997747412708049,0.0,0.08368548717733039,60137.454545454406,215.13023018836975
85898906.7463952,0.0,86.08806740976303,73948708.74408618,0.5314557795423825,0.13821484139430942,0.06989382107517568,0.49431030437767925,0.0,0.07865710504713082,60142.95454545428,210.90292596817017
70012436.13204226,9307403.113124497,69.90590209703203,48942825.05821254,0.5357567926621019,0.1415357712870117,0.07109831698107999,0.497665386392645,0.0,0.084960771202746,59667.7473175189,217.82369470596313
91361665.16223347,0.0,83.22253720365973,76033495.77952278,0.527861652763572,0.14560378223322964,0.07446869250161084,0.48855248566052956,0.0,0.07646273294111788,60199.76472781655,218.6842803955078
81067072.00171933,1041899.1420014296,85.10704368320073,68993788.38119505,0.5357554725914577,0.14970561202732904,0.07556037650984543,0.495273587365237,0.0,0.07984370431590895,60085.19701303012,219.68152785301208
77076725.08386765,3592933.0611527665,78.2200631568751,60289463.03985227,0.5361536021149854,0.1497576103477183,0.0755289829549636,0.4956584658396003,0.0,0.08255008657546843,59956.35691610321,221.56342840194702
66557705.95793709,1728621.7506104847,78.24011177660525,52074823.537434235,0.535820358701882,0.13823693830223663,0.06929982172500365,0.4986881033672141,0.0,0.08679183151976892,60050.51405299938,221.99372029304504
86062971.20313087,0.0,84.1301620833111,72404917.16690737,0.5319604469665896,0.1373258964934371,0.06933932369492707,0.4950746693414752,0.0,0.07942975914466105,60190.53829668305,213.12509298324585
75136557.88249856,3284138.2726636017,78.48931342646512,58974168.41425168,0.535047077695155,0.14827168677906752,0.0748797383820101,0.49498289249528277,0.0,0.08258219713729417,59971.95261249166,231.9830915927887
71518980.09904861,0.0,82.420377562244,58946213.426302016,0.5345141978135795,0.14642642251175236,0.07394703333273107,0.4949884586110407,0.0,0.08311162282708306,60137.45454545444,221.7892005443573
58713754.29945405,0.0,74.73909390993259,43882127.96391605,0.534252734103427,0.12716458641066605,0.06354358424333975,0.5003044004866911,0.0,0.08981322115764692,60464.00502057579,219.40013146400452
79394168.19493437,0.0,76.39462044320794,60652873.44656223,0.5369849897292912,0.13013244680258382,0.06478005253613055,0.5021990738835141,0.0,0.08429101495677692,61194.35651415204,230.61257100105286
69208946.01494685,22032445.129947037,51.700954278965355,35781685.536141485,0.5446237322015046,0.149277302966006,0.0739929664424219,0.5043254066609721,0.0,0.0869364303178077,59025.06842778041,221.62457489967346
75332986.96809514,0.0,82.58209841804376,62211561.439244404,0.5321992635743776,0.14058345589985005,0.07108339058075747,0.4943687354549286,0.0,0.08259259923470894,60245.23909240929,219.65396571159363
75660597.2954467,7683539.359364379,72.7781574475936,55064388.62546994,0.5295753030815403,0.1420254881410108,0.0722461615563541,0.49131552017885616,0.0,0.08138313417518137,59749.760638415784,222.2838912010193
86506714.85153794,0.0,82.87870466554003,71695644.71766698,0.5257258922819196,0.13672907578638308,0.06986941476353782,0.48899373186214307,0.0,0.07729266366174907,60660.57226197478,223.58564639091492
72840959.21647115,0.0,82.31493908730904,59958991.209649846,0.5329467628994877,0.13859336376480788,0.06989297600657539,0.49569752758737173,0.0,0.08314189830678577,60316.658715878264,224.58592247962952
78213990.34506795,1307744.5485777687,81.54456671790241,63779259.53966768,0.5288788098045726,0.14236410602887029,0.07253191887717547,0.4905182148759702,0.0,0.08065931142952801,60071.77047734449,224.7550802230835
