average,totals,averages,balance,fuel_emissions_intensity
0.07258243318248292,"{'buying': 54832.015696083174, 'selling': 66028.08648337876, 'baseload_ppa': 31878.2046537465}","{'buying': 0.05432673755937725, 'selling': 0.0856030610303795}",20682.13386645091,0.019665119439441207
0.07112158856771687,"{'buying': 57484.21363181406, 'selling': 67787.6791775676, 'baseload_ppa': 31236.60169894125}","{'buying': 0.05574302992997881, 'selling': 0.083289788071514}",20933.13615318772,0.019890408290659183
0.0736767149459036,"{'buying': 57368.322152605804, 'selling': 69187.24682930882, 'baseload_ppa': 32358.813204240858}","{'buying': 0.055672393777822286, 'selling': 0.08663015699642311}",20539.88852753784,0.019532035495946995
0.07086187084409125,"{'buying': 54009.26009875321, 'selling': 68075.0436135979, 'baseload_ppa': 31122.533674724877}","{'buying': 0.05275562474158975, 'selling': 0.08339287842395536}",17056.75015988019,0.016216980835609573
0.07461239138864742,"{'buying': 57639.560005806285, 'selling': 69976.23280545327, 'baseload_ppa': 32769.76229789395}","{'buying': 0.05730501647098026, 'selling': 0.08772339895351206}",20433.08949824696,0.01965473381342451
0.07006653639698199,"{'buying': 55673.258190741595, 'selling': 70475.51798284959, 'baseload_ppa': 30773.222785554488}","{'buying': 0.05255680975749576, 'selling': 0.0838924936683433}",15970.96299344649,0.014883915176666918
0.07268178657122748,"{'buying': 55578.24213608464, 'selling': 72474.02042787519, 'baseload_ppa': 31921.84066208311}","{'buying': 0.05389020595741468, 'selling': 0.08721145672378977}",15026.062370292551,0.014288762238771933
0.07379678656471203,"{'buying': 57630.58092772518, 'selling': 73836.14070131668, 'baseload_ppa': 32411.548659221524}","{'buying': 0.05557675026861267, 'selling': 0.0877818102163771}",16205.988885630039,0.015485682270050944
0.07473895914216154,"{'buying': 59499.06468007939, 'selling': 67047.20006271361, 'baseload_ppa': 32825.350855237346}","{'buying': 0.059187849746308065, 'selling': 0.08637995894258534}",25277.21547260313,0.024036910871627216
0.07078467656348167,"{'buying': 52948.82075244164, 'selling': 67243.23024916604, 'baseload_ppa': 31088.62994668115}","{'buying': 0.05252050702007007, 'selling': 0.08452380013598579}",16794.22044995676,0.015950920012093806
0.07294789060781186,"{'buying': 57805.57772947667, 'selling': 69416.21002998813, 'baseload_ppa': 32038.71355495097}","{'buying': 0.0571279532840172, 'selling': 0.08520771827216382}",20428.0812544395,0.019493129123456895
0.07473706727237782,"{'buying': 60398.797540017855, 'selling': 73967.91612473944, 'baseload_ppa': 32824.51994602834}","{'buying': 0.057912768929943036, 'selling': 0.08776732038233213}",19255.401361306765,0.01832083854956717
0.0766373305627149,"{'buying': 60949.32860768623, 'selling': 69131.39196133925, 'baseload_ppa': 33659.11558314439}","{'buying': 0.05944107793701688, 'selling': 0.09031516859149405}",25477.052229491368,0.02396277825335777
0.07189604049126185,"{'buying': 57604.66212704864, 'selling': 65874.7197266803, 'baseload_ppa': 31576.740983762204}","{'buying': 0.055601473299093436, 'selling': 0.0857259187006399}",23306.68338413055,0.021671805020021563
0.07563997542255377,"{'buying': 62289.499568430634, 'selling': 69924.91116612071, 'baseload_ppa': 33221.077205585614}","{'buying': 0.05927891605803734, 'selling': 0.08758396451000816}",25585.665607895542,0.024589088542614677
0.07296939818097736,"{'buying': 55894.49055666379, 'selling': 69420.90225072353, 'baseload_ppa': 32048.159681085257}","{'buying': 0.055839099967874166, 'selling': 0.08680360250394789}",18521.747987025505,0.017612921250499774
0.07259067346469597,"{'buying': 55983.963687948315, 'selling': 69624.59748064003, 'baseload_ppa': 31881.82378569447}","{'buying': 0.055511654708171654, 'selling': 0.08516495026224784}",18241.189993002758,0.017442947039559318
0.06938381287185001,"{'buying': 54682.55641803884, 'selling': 69103.90551673723, 'baseload_ppa': 30473.370613316525}","{'buying': 0.0526374210501913, 'selling': 0.08275757975024384}",16052.021514618129,0.015031519775682001
0.072979536535787,"{'buying': 57856.96215247904, 'selling': 69247.43430166689, 'baseload_ppa': 32052.612446517647}","{'buying': 0.05687768316358425, 'selling': 0.08561796400258817}",20662.14029732981,0.01963453248282495
0.0722634120326946,"{'buying': 55021.350919450044, 'selling': 69432.8483003927, 'baseload_ppa': 31738.090564759466}","{'buying': 0.055040927223169805, 'selling': 0.0855692568547586}",17326.593183816818,0.0164764104068247
