average,totals,averages,balance,fuel_emissions_intensity
102.21610152596647,"{'buying': 22063628.395599112, 'selling': 36951072.37631974, 'baseload_ppa': 0}","{'buying': 107.52167350199716, 'selling': 98.72102441395532}",-14887443.980720632,-22.46578764571077
