average,totals,averages,balance,fuel_emissions_intensity
102.21610152596647,"{'buying': 23923294.96422318, 'selling': 37531263.880845614, 'baseload_ppa': 0}","{'buying': 109.59458992458268, 'selling': 98.17972624702608}",-13607968.916622434,-20.434091256214163
