baseload,buy,sell,ppa
66.26217694063928,{'dayahead': 52.429127177258756},{'dayahead': 73.01278599055824},"{'SolarPower': 33.98665342796175, 'WindPower': 61.793576782376014, 'HydroPower': 66.26217694063925}"
