baseload,buy,sell,ppa
66.26217694063928,{'dayahead': 64.60426440363115},{'dayahead': 72.16062776335046},"{'SolarPower': 33.98665342796175, 'WindPower': 61.793576782376014, 'HydroPower': 66.26217694063925}"
