average,totals,averages,balance,fuel_emissions_intensity
0.07258243318248292,"{'buying': 98476.1508709944, 'selling': 33154.82972497254, 'baseload_ppa': 31878.2046537465}","{'buying': 0.07351529751405347, 'selling': 0.06838237032911287}",97199.52579976837,0.0756307446575392
0.07112158856771687,"{'buying': 92734.94893189367, 'selling': 35907.58186515847, 'baseload_ppa': 31236.60169894125}","{'buying': 0.06932440761215701, 'selling': 0.07243578494719478}",88063.96876567644,0.06852199376448334
0.0736767149459036,"{'buying': 97945.18432126334, 'selling': 35174.84476903768, 'baseload_ppa': 32358.813204240858}","{'buying': 0.07326376405645961, 'selling': 0.07181310676104094}",95129.15275646652,0.07401979178821781
0.07086187084409125,"{'buying': 92488.95806404835, 'selling': 35199.85543361909, 'baseload_ppa': 31122.533674724877}","{'buying': 0.06989312071789143, 'selling': 0.06989494350509258}",88411.63630515414,0.06879290649961453
0.07461239138864742,"{'buying': 98388.99719538921, 'selling': 35946.597747749925, 'baseload_ppa': 32769.76229789395}","{'buying': 0.07238841077487727, 'selling': 0.07591752671714579}",95212.16174553325,0.07408438090637175
0.07006653639698199,"{'buying': 89443.01910532333, 'selling': 36280.477184329044, 'baseload_ppa': 30773.222785554488}","{'buying': 0.06985026845416326, 'selling': 0.06925856578394946}",83935.76470654877,0.06531024031159838
0.07268178657122748,"{'buying': 93243.3843903862, 'selling': 37193.07658024647, 'baseload_ppa': 31921.84066208311}","{'buying': 0.0721331147038665, 'selling': 0.07123577010469216}",87972.14847222285,0.06845094194990062
0.07379678656471203,"{'buying': 95790.9838066764, 'selling': 36686.254028618634, 'baseload_ppa': 32411.548659221524}","{'buying': 0.07178948182834786, 'selling': 0.07431266601985898}",91516.27843727931,0.07120862195106127
0.07473895914216154,"{'buying': 98605.27434936148, 'selling': 35618.56011658159, 'baseload_ppa': 32825.350855237346}","{'buying': 0.07321319357703229, 'selling': 0.07341198518301281}",95812.06508801723,0.07455116442348556
0.07078467656348167,"{'buying': 92551.81136647085, 'selling': 34247.54461087281, 'baseload_ppa': 31088.62994668115}","{'buying': 0.06938663122774902, 'selling': 0.07190793095950297}",89392.89670227919,0.06955642313127379
0.07294789060781186,"{'buying': 93659.47645839694, 'selling': 36591.5190707861, 'baseload_ppa': 32038.71355495097}","{'buying': 0.07114744567142967, 'selling': 0.07386848351075716}",89106.67094256182,0.06933371147533232
0.07473706727237782,"{'buying': 94824.12747981618, 'selling': 38561.706669647225, 'baseload_ppa': 32824.51994602834}","{'buying': 0.0740600212686417, 'selling': 0.07450694579802959}",89086.94075619729,0.06931835945921183
0.0766373305627149,"{'buying': 102758.39478560371, 'selling': 35893.152729665184, 'baseload_ppa': 33659.11558314439}","{'buying': 0.07647193333788849, 'selling': 0.07457666978923835}",100524.35763908291,0.07821778925265853
0.07189604049126185,"{'buying': 94444.04131491805, 'selling': 35122.07274787934, 'baseload_ppa': 31576.740983762204}","{'buying': 0.0701443609258379, 'selling': 0.07276742962920445}",90898.70955080091,0.07072809291167163
0.07563997542255377,"{'buying': 102198.13277254168, 'selling': 34304.88176297009, 'baseload_ppa': 33221.077205585614}","{'buying': 0.07432210226088788, 'selling': 0.07420988614895803}",101114.3282151572,0.07867684410531754
0.07296939818097736,"{'buying': 94141.29319280521, 'selling': 35852.69936550591, 'baseload_ppa': 32048.159681085257}","{'buying': 0.07148047674567136, 'selling': 0.0725908128200351}",90336.75350838454,0.0702908361081734
0.07259067346469597,"{'buying': 95191.92482828366, 'selling': 36570.41020972405, 'baseload_ppa': 31881.82378569447}","{'buying': 0.07140282914299545, 'selling': 0.07168347369011537}",90503.33840425409,0.07042045546196805
0.06938381287185001,"{'buying': 87647.43029305014, 'selling': 36599.113634770314, 'baseload_ppa': 30473.370613316525}","{'buying': 0.06763065863198084, 'selling': 0.07115100670709507}",81521.68727159635,0.06343185178486294
0.072979536535787,"{'buying': 93406.37000410666, 'selling': 37164.19452297223, 'baseload_ppa': 32052.612446517647}","{'buying': 0.07151831060723085, 'selling': 0.07327104277677457}",88294.78792765208,0.06870198702516452
0.0722634120326946,"{'buying': 93155.28127122787, 'selling': 36714.89616472684, 'baseload_ppa': 31738.090564759466}","{'buying': 0.07044226298544529, 'selling': 0.07280757653870168}",88178.4756712605,0.06861148470541228
0.0726406494639999,"{'buying': 93705.07125654045, 'selling': 37216.394597981256, 'baseload_ppa': 31903.773244588756}","{'buying': 0.07195955280233994, 'selling': 0.07122166145596907}",88392.44990314795,0.06877797760094873
0.07572317346411124,"{'buying': 99006.52249070919, 'selling': 37181.905379024334, 'baseload_ppa': 33257.61778543766}","{'buying': 0.07410055415707882, 'selling': 0.07524641744833603}",95082.23489712251,0.07398286039174203
0.0727995402828716,"{'buying': 96492.64536981871, 'selling': 35636.32015948604, 'baseload_ppa': 31973.558092237206}","{'buying': 0.07176755214179222, 'selling': 0.07232412090675717}",92829.88330256988,0.07223073510778953
0.07180856569818783,"{'buying': 94538.18718933575, 'selling': 34051.88889332353, 'baseload_ppa': 31538.322054644097}","{'buying': 0.0692000953336916, 'selling': 0.07270412538722777}",92024.62035065632,0.07160416171458378
0.07063008435742449,"{'buying': 88562.20012604617, 'selling': 37228.78883517397, 'baseload_ppa': 31020.733049780836}","{'buying': 0.0687301120500679, 'selling': 0.07237414251142944}",82354.14434065303,0.0640795848628811
0.07214665244340006,"{'buying': 93389.96846828707, 'selling': 36471.551180949995, 'baseload_ppa': 31686.809753141304}","{'buying': 0.07054487262156296, 'selling': 0.07263336059992807}",88605.22704047838,0.06894353903975194
0.07361188003812404,"{'buying': 98058.12757076492, 'selling': 34703.09796000611, 'baseload_ppa': 32330.337712744076}","{'buying': 0.07039680863947649, 'selling': 0.07618893816556699}",95685.36732350288,0.0744525811619128
0.07608964763868484,"{'buying': 99066.0014556625, 'selling': 36530.941296567835, 'baseload_ppa': 33418.57324291038}","{'buying': 0.07586145155295637, 'selling': 0.07413306536564931}",95953.63340200503,0.07466131842803148
0.07194334789649827,"{'buying': 95851.4229406036, 'selling': 34239.7880946687, 'baseload_ppa': 31597.51839614204}","{'buying': 0.07034041141461181, 'selling': 0.0717528171493315}",93209.15324207695,0.07252584424248046
0.07226838534134172,"{'buying': 93896.30632383519, 'selling': 36092.93785989081, 'baseload_ppa': 31740.274841917286}","{'buying': 0.06977923055319357, 'selling': 0.07327075563988125}",89543.64330586167,0.06967371874346663
0.07464623568938546,"{'buying': 99046.76646286968, 'selling': 35817.81138773123, 'baseload_ppa': 32784.62671477809}","{'buying': 0.07326241265954242, 'selling': 0.07494886470899827}",96013.58178991656,0.07470796414138717
0.0743625721825858,"{'buying': 99831.68549123779, 'selling': 34353.08342064434, 'baseload_ppa': 32660.041702591683}","{'buying': 0.07215667755609291, 'selling': 0.07308035155241882}",98138.64377318515,0.07636147035878496
0.07271661559967003,"{'buying': 95064.65179999018, 'selling': 37077.338405256894, 'baseload_ppa': 31937.13757137508}","{'buying': 0.07226401475067917, 'selling': 0.07177939369385536}",89924.45096610836,0.0699700243754003
0.07297383387338158,"{'buying': 94928.37157837898, 'selling': 36163.13626547388, 'baseload_ppa': 32050.10783718919}","{'buying': 0.0709963272294136, 'selling': 0.07385206024630117}",90815.3431500943,0.07066322569227958
0.07185533836334312,"{'buying': 96809.24535680628, 'selling': 34220.86309451148, 'baseload_ppa': 31558.8646091803}","{'buying': 0.07012058969774335, 'selling': 0.07072686906556536}",94147.2468714751,0.07325577290382014
0.07188975420741876,"{'buying': 92810.00149398406, 'selling': 36434.25532517309, 'baseload_ppa': 31573.98004789832}","{'buying': 0.07101592465729348, 'selling': 0.07146644246379993}",87949.7262167093,0.06843349524049089
0.07159419505381434,"{'buying': 88174.81130013017, 'selling': 38251.76319468573, 'baseload_ppa': 31444.17046763526}","{'buying': 0.0690808375200458, 'selling': 0.07392970188027033}",81367.21857307969,0.0633116600185043
0.07418043993031047,"{'buying': 98587.2893389645, 'selling': 35330.98516003392, 'baseload_ppa': 32580.04921739236}","{'buying': 0.07262491676771989, 'selling': 0.07423145472355681}",95836.35339632296,0.07457006310461096
0.07353318541391024,"{'buying': 96780.4002414543, 'selling': 35936.23099935344, 'baseload_ppa': 32295.775033789378}","{'buying': 0.0717824189541315, 'selling': 0.0729740379198193}",93139.94427589024,0.07247199289283024
0.07008120667526575,"{'buying': 83349.62856334144, 'selling': 39673.691121722644, 'baseload_ppa': 30779.665971776718}","{'buying': 0.06963605714966217, 'selling': 0.07027360084815233}",74455.60341339551,0.057933746937013746
