Optimal Profit [€],Contract Defaulting [€],Profit Percentage [%],EBITDA [€],Short Exposure [%],Long Exposure [%],Revenue Exposure [%],Cost Exposure [%],Balancing Exposure [%],Scope 2 Emissions [tCO2/MWh],Hydrogen Produced [tH2],Episode Runtime [s]
128040420.52859747,0.0,86.68488840513119,110991695.64867541,0.2948546980554293,0.3065038472340849,0.23760289559216355,0.22479636801850622,0.0,0.011358419648324838,44210.1818181817,254.60155630111694
129977218.24040598,0.0,86.59449925569204,112553121.2817576,0.3065777819259988,0.32603604932052904,0.25118826634765357,0.22956904038329812,0.0,0.009857606854773803,44210.181818181765,245.1659290790558
130199522.3088671,0.0,89.51290098425983,116545369.48631549,0.3059902259279075,0.31962932245021886,0.24587311214362775,0.23075545679348106,0.0,0.009999789158992653,44210.181818181736,212.32084345817566
131945072.80034709,0.0,90.29222776814872,119136145.66173905,0.3006779793731075,0.32324520036219073,0.2503884163345687,0.225391696291197,0.0,0.006159640015001786,44217.69305413685,214.39310240745544
128366847.55355737,8338051.451676479,82.35319393446115,105714198.91333519,0.29899509512896955,0.3185068874172122,0.24677584706758862,0.22521032725946385,0.0,0.009090712773319633,43789.43174486478,211.56572151184082
139739646.7663569,0.0,88.2405932448399,123307093.30487704,0.30346144173970985,0.33573643399607983,0.2603818744263532,0.22444558272340062,0.0,0.0031080258716661064,44387.47435204658,210.76133680343628
136024851.65302843,0.0,89.8441317621827,122210346.9484604,0.30542628548886874,0.3303532234740334,0.2552044238797203,0.227480146262959,0.0,0.00477822003592236,44210.18181818179,210.83810782432556
137519095.52565622,1405244.3443385884,87.73126397039135,120647240.70530811,0.3097378261315298,0.3333831439796656,0.256620787896342,0.23025266114835638,0.0,0.006302242984132764,44139.57351796257,211.64776587486267
124988410.8896814,804173.5061711166,84.31098382371452,105378958.88671713,0.2943874285364243,0.3098311853298584,0.2405625909744796,0.22356882597738756,0.0,0.013235605897048166,44169.93063100141,212.15093207359314
130415380.2339021,0.0,88.49869611081783,115415911.03496861,0.2942193169821486,0.31556775572607515,0.24551692213427925,0.2219834958442416,0.0,0.006921043093228089,44246.624355038344,215.75606489181519
129397202.4071557,2887495.9409581264,84.33626070396217,109128761.96573244,0.30000705759155005,0.3258014682534841,0.25276463651372305,0.2241758827278704,0.0,0.008510535802389155,44064.71232621416,214.00536274909973
135776867.07741088,0.0,87.57951532405632,118912722.10858464,0.3066999311324748,0.33129915194213383,0.25566800429788145,0.2282865718215373,0.0,0.00644327633939793,44210.18181818173,211.69637441635132
124659688.2369929,0.0,87.41996827569506,108977459.90935954,0.29599283203625676,0.3031987770958468,0.23449916096735737,0.22658276127140262,0.0,0.013705763095490896,44573.58598059333,212.55875825881958
128042596.87124002,0.0,85.58360635284616,109583472.07024378,0.2967787529307558,0.3037824535385568,0.23479444557925327,0.22709675017667677,0.0,0.011819741700622026,45045.38205471932,212.47083926200867
127828916.27687508,11345432.720483717,79.30294370524578,101372093.514076,0.32205953883407124,0.32806940274732554,0.24868729466841857,0.2419674233992676,0.0,0.013866952728687243,43637.5388039389,212.85564255714417
129070741.86571366,0.0,88.24586957845327,113899598.53075975,0.29398203567965064,0.3189875166202286,0.24851589244073102,0.22092282772117944,0.0,0.007720549925595677,44210.181818181736,213.78979659080505
