average,totals,averages,balance,fuel_emissions_intensity
0.07258243318248292,"{'buying': 53976.28119735827, 'selling': 71256.81120634139, 'baseload_ppa': 31878.2046537465}","{'buying': 0.06652840008608236, 'selling': 0.08309369363127407}",14597.674644763392,0.011358419648324838
0.07112158856771687,"{'buying': 56440.84191538399, 'selling': 75008.59159993431, 'baseload_ppa': 31236.60169894125}","{'buying': 0.06690606873174319, 'selling': 0.08126377822461478}",12668.852014390926,0.009857606854773803
0.0736767149459036,"{'buying': 56438.55851065728, 'selling': 75945.78908467409, 'baseload_ppa': 32358.813204240858}","{'buying': 0.06703254377116, 'selling': 0.08465535353885928}",12851.582630224046,0.009999789158992653
0.07086187084409125,"{'buying': 52268.690394671394, 'selling': 75473.40283648246, 'baseload_ppa': 31122.533674724877}","{'buying': 0.06316623503106558, 'selling': 0.08210336992290905}",7917.821232913804,0.006159640015001786
0.07461239138864742,"{'buying': 55501.37757332173, 'selling': 76698.82952623545, 'baseload_ppa': 32769.76229789395}","{'buying': 0.0681100191426991, 'selling': 0.08589771802034853}",11572.31034498023,0.009090712773319633
0.07006653639698199,"{'buying': 52816.18016027966, 'selling': 79579.25414529943, 'baseload_ppa': 30773.222785554488}","{'buying': 0.06299651406894768, 'selling': 0.0818181598742152}",4010.14880053472,0.0031080258716661064
0.07268178657122748,"{'buying': 55311.2285566795, 'selling': 81092.17078173652, 'baseload_ppa': 31921.84066208311}","{'buying': 0.06581417019222913, 'selling': 0.08600829365208792}",6140.898437026088,0.00477822003592236
0.07379678656471203,"{'buying': 57226.32447472472, 'selling': 81552.12259452124, 'baseload_ppa': 32411.548659221524}","{'buying': 0.06724527844413952, 'selling': 0.08598328563087275}",8085.750539425004,0.006302242984132764
0.07473895914216154,"{'buying': 57297.00268503729, 'selling': 73129.63698675249, 'baseload_ppa': 32825.350855237346}","{'buying': 0.07079010874630774, 'selling': 0.08396866468140153}",16992.716553522143,0.013235605897048166
0.07078467656348167,"{'buying': 51809.77092774377, 'selling': 73996.36411255396, 'baseload_ppa': 31088.62994668115}","{'buying': 0.06394200461522229, 'selling': 0.08257036637334889}",8902.036761870957,0.006921043093228089
0.07294789060781186,"{'buying': 56351.12553802217, 'selling': 77489.0797149622, 'baseload_ppa': 32038.71355495097}","{'buying': 0.06848296589968862, 'selling': 0.0835204920697344}",10900.759378010946,0.008510535802389155
