baseload,buy,sell,ppa
66.26217694063928,{'dayahead': 58.170408530843304},{'dayahead': 76.59156277777738},"{'SolarPower': 33.98665342796175, 'WindPower': 61.793576782376014, 'HydroPower': 66.26217694063925}"
