ds,yhat,target,forecast_origin,horizon
2017-01-01 00:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 01:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 02:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 03:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 04:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 05:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 06:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 07:00:00,0.21764795680652024,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 08:00:00,41.67142760452538,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 09:00:00,143.6711251679255,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 10:00:00,217.39977495075075,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 11:00:00,254.32082117382683,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 12:00:00,265.13498918472203,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 13:00:00,257.89454466826083,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 14:00:00,230.385597573494,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 15:00:00,179.13327422273565,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 16:00:00,85.07556496980858,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 17:00:00,7.228580868589257,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 18:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 19:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 20:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 21:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 22:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-01 23:00:00,0.0,solar,2016-12-31 23:00:00,day_ahead
2017-01-02 00:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 01:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 02:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 03:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 04:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 05:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 06:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 07:00:00,0.18701100615466307,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 08:00:00,36.35658317207442,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 09:00:00,125.55117608609613,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 10:00:00,189.9867974734775,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 11:00:00,222.27839702913238,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 12:00:00,231.82076148016435,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 13:00:00,225.13209949869645,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 14:00:00,200.6940778275543,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 15:00:00,155.37071164295236,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 16:00:00,73.50094233365077,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 17:00:00,6.211084525898551,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 18:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 19:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 20:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 21:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 22:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-02 23:00:00,0.0,solar,2017-01-01 23:00:00,day_ahead
2017-01-03 00:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 01:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 02:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 03:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 04:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 05:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 06:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 07:00:00,0.13841309422247824,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 08:00:00,27.05698791169066,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 09:00:00,93.6288745139234,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 10:00:00,141.66578324957925,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 11:00:00,165.73885215208784,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 12:00:00,172.50496447459255,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 13:00:00,167.14675417536318,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 14:00:00,148.88638467640013,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 15:00:00,115.24219595713448,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 16:00:00,54.462298806316134,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 17:00:00,4.597032988749224,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 18:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 19:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 20:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 21:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 22:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-03 23:00:00,0.0,solar,2017-01-02 23:00:00,day_ahead
2017-01-04 00:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 01:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 02:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 03:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 04:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 05:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 06:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 07:00:00,0.13893093140813745,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 08:00:00,27.245012458919668,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 09:00:00,94.40076229677369,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 10:00:00,142.96459652602996,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 11:00:00,167.61135588053324,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 12:00:00,174.4771843324564,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 13:00:00,169.0617263159952,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 14:00:00,150.36101804511912,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 15:00:00,116.26854609310965,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 16:00:00,54.86444954694426,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 17:00:00,4.626630808158585,solar,2017-01-03 23:00:00,day_ahead
2017-01-04 18:00:00,0.0,solar,2017-01-03 23:00:00,day_ahead
