ds,yhat,target,forecast_origin,horizon
2017-01-01 00:00:00,47.13475647385638,price,2016-12-31 23:00:00,day_ahead
2017-01-01 01:00:00,45.08833386735341,price,2016-12-31 23:00:00,day_ahead
2017-01-01 02:00:00,44.29923156095745,price,2016-12-31 23:00:00,day_ahead
2017-01-01 03:00:00,42.160984264133134,price,2016-12-31 23:00:00,day_ahead
2017-01-01 04:00:00,42.210290883484426,price,2016-12-31 23:00:00,day_ahead
2017-01-01 05:00:00,44.45122815373804,price,2016-12-31 23:00:00,day_ahead
2017-01-01 06:00:00,45.29455812552082,price,2016-12-31 23:00:00,day_ahead
2017-01-01 07:00:00,46.93569276185548,price,2016-12-31 23:00:00,day_ahead
2017-01-01 08:00:00,49.86318364118278,price,2016-12-31 23:00:00,day_ahead
2017-01-01 09:00:00,50.373059334844356,price,2016-12-31 23:00:00,day_ahead
2017-01-01 10:00:00,50.038429426140716,price,2016-12-31 23:00:00,day_ahead
2017-01-01 11:00:00,49.513460432234915,price,2016-12-31 23:00:00,day_ahead
2017-01-01 12:00:00,48.84263146187119,price,2016-12-31 23:00:00,day_ahead
2017-01-01 13:00:00,46.226474046762036,price,2016-12-31 23:00:00,day_ahead
2017-01-01 14:00:00,44.726661564253924,price,2016-12-31 23:00:00,day_ahead
2017-01-01 15:00:00,44.504336952082625,price,2016-12-31 23:00:00,day_ahead
2017-01-01 16:00:00,46.24062876107291,price,2016-12-31 23:00:00,day_ahead
2017-01-01 17:00:00,49.97891708822212,price,2016-12-31 23:00:00,day_ahead
2017-01-01 18:00:00,54.38194682877444,price,2016-12-31 23:00:00,day_ahead
2017-01-01 19:00:00,57.66304793583665,price,2016-12-31 23:00:00,day_ahead
2017-01-01 20:00:00,56.40621146236533,price,2016-12-31 23:00:00,day_ahead
2017-01-01 21:00:00,51.454028495869714,price,2016-12-31 23:00:00,day_ahead
2017-01-01 22:00:00,47.21199743288506,price,2016-12-31 23:00:00,day_ahead
2017-01-01 23:00:00,42.63877848348599,price,2016-12-31 23:00:00,day_ahead
2017-01-02 00:00:00,44.777245916450646,price,2017-01-01 23:00:00,day_ahead
2017-01-02 01:00:00,43.00677975133006,price,2017-01-01 23:00:00,day_ahead
2017-01-02 02:00:00,44.04621200534452,price,2017-01-01 23:00:00,day_ahead
2017-01-02 03:00:00,45.46212987550854,price,2017-01-01 23:00:00,day_ahead
2017-01-02 04:00:00,49.118578126601946,price,2017-01-01 23:00:00,day_ahead
2017-01-02 05:00:00,54.027031844599584,price,2017-01-01 23:00:00,day_ahead
2017-01-02 06:00:00,58.72202656952649,price,2017-01-01 23:00:00,day_ahead
2017-01-02 07:00:00,61.110401629773804,price,2017-01-01 23:00:00,day_ahead
2017-01-02 08:00:00,62.43742641606755,price,2017-01-01 23:00:00,day_ahead
2017-01-02 09:00:00,62.730585314654846,price,2017-01-01 23:00:00,day_ahead
2017-01-02 10:00:00,61.67596820873203,price,2017-01-01 23:00:00,day_ahead
2017-01-02 11:00:00,58.09520908023563,price,2017-01-01 23:00:00,day_ahead
2017-01-02 12:00:00,57.90652680203695,price,2017-01-01 23:00:00,day_ahead
2017-01-02 13:00:00,58.21925718430699,price,2017-01-01 23:00:00,day_ahead
2017-01-02 14:00:00,57.52920220655912,price,2017-01-01 23:00:00,day_ahead
2017-01-02 15:00:00,57.909441870854465,price,2017-01-01 23:00:00,day_ahead
2017-01-02 16:00:00,58.55878614151051,price,2017-01-01 23:00:00,day_ahead
2017-01-02 17:00:00,59.83452702633808,price,2017-01-01 23:00:00,day_ahead
2017-01-02 18:00:00,61.459568735567444,price,2017-01-01 23:00:00,day_ahead
2017-01-02 19:00:00,61.80492157288304,price,2017-01-01 23:00:00,day_ahead
2017-01-02 20:00:00,58.29743753078332,price,2017-01-01 23:00:00,day_ahead
2017-01-02 21:00:00,53.68533812277,price,2017-01-01 23:00:00,day_ahead
2017-01-02 22:00:00,51.05844822628004,price,2017-01-01 23:00:00,day_ahead
2017-01-02 23:00:00,47.123256955652096,price,2017-01-01 23:00:00,day_ahead
2017-01-03 00:00:00,37.39994696449219,price,2017-01-02 23:00:00,day_ahead
2017-01-03 01:00:00,34.94133363146212,price,2017-01-02 23:00:00,day_ahead
2017-01-03 02:00:00,34.87639304553559,price,2017-01-02 23:00:00,day_ahead
2017-01-03 03:00:00,35.99382478852884,price,2017-01-02 23:00:00,day_ahead
2017-01-03 04:00:00,39.85451740537634,price,2017-01-02 23:00:00,day_ahead
2017-01-03 05:00:00,45.655459111374746,price,2017-01-02 23:00:00,day_ahead
2017-01-03 06:00:00,51.33962340730549,price,2017-01-02 23:00:00,day_ahead
2017-01-03 07:00:00,55.177645311594695,price,2017-01-02 23:00:00,day_ahead
2017-01-03 08:00:00,56.72621437049247,price,2017-01-02 23:00:00,day_ahead
2017-01-03 09:00:00,57.63159542053058,price,2017-01-02 23:00:00,day_ahead
2017-01-03 10:00:00,57.56941157808976,price,2017-01-02 23:00:00,day_ahead
2017-01-03 11:00:00,56.62951593271582,price,2017-01-02 23:00:00,day_ahead
2017-01-03 12:00:00,55.17933319643584,price,2017-01-02 23:00:00,day_ahead
2017-01-03 13:00:00,52.61315953446549,price,2017-01-02 23:00:00,day_ahead
2017-01-03 14:00:00,51.23400698229593,price,2017-01-02 23:00:00,day_ahead
2017-01-03 15:00:00,52.59191695745868,price,2017-01-02 23:00:00,day_ahead
2017-01-03 16:00:00,55.07328637796576,price,2017-01-02 23:00:00,day_ahead
2017-01-03 17:00:00,57.709960558029785,price,2017-01-02 23:00:00,day_ahead
2017-01-03 18:00:00,59.66719067752446,price,2017-01-02 23:00:00,day_ahead
2017-01-03 19:00:00,60.41158822891942,price,2017-01-02 23:00:00,day_ahead
2017-01-03 20:00:00,57.75727381949296,price,2017-01-02 23:00:00,day_ahead
2017-01-03 21:00:00,55.417408727639,price,2017-01-02 23:00:00,day_ahead
2017-01-03 22:00:00,53.768733295905285,price,2017-01-02 23:00:00,day_ahead
2017-01-03 23:00:00,49.37557605987301,price,2017-01-02 23:00:00,day_ahead
2017-01-04 00:00:00,59.97032276003641,price,2017-01-03 23:00:00,day_ahead
2017-01-04 01:00:00,57.67559315329643,price,2017-01-03 23:00:00,day_ahead
2017-01-04 02:00:00,55.45688445671791,price,2017-01-03 23:00:00,day_ahead
2017-01-04 03:00:00,56.59242792273792,price,2017-01-03 23:00:00,day_ahead
2017-01-04 04:00:00,57.26186382958658,price,2017-01-03 23:00:00,day_ahead
2017-01-04 05:00:00,62.81959022291183,price,2017-01-03 23:00:00,day_ahead
2017-01-04 06:00:00,68.56591042838187,price,2017-01-03 23:00:00,day_ahead
2017-01-04 07:00:00,70.4705968047204,price,2017-01-03 23:00:00,day_ahead
2017-01-04 08:00:00,71.29916978030737,price,2017-01-03 23:00:00,day_ahead
2017-01-04 09:00:00,69.75426328642575,price,2017-01-03 23:00:00,day_ahead
2017-01-04 10:00:00,69.3644424374437,price,2017-01-03 23:00:00,day_ahead
2017-01-04 11:00:00,67.79285197246826,price,2017-01-03 23:00:00,day_ahead
2017-01-04 12:00:00,66.87674446108363,price,2017-01-03 23:00:00,day_ahead
2017-01-04 13:00:00,65.23580702379311,price,2017-01-03 23:00:00,day_ahead
2017-01-04 14:00:00,64.21083717089685,price,2017-01-03 23:00:00,day_ahead
2017-01-04 15:00:00,64.5328854953724,price,2017-01-03 23:00:00,day_ahead
2017-01-04 16:00:00,67.05835299995995,price,2017-01-03 23:00:00,day_ahead
2017-01-04 17:00:00,68.18983795845867,price,2017-01-03 23:00:00,day_ahead
2017-01-04 18:00:00,72.08658817485285,price,2017-01-03 23:00:00,day_ahead
2017-01-04 19:00:00,72.6443951717115,price,2017-01-03 23:00:00,day_ahead
2017-01-04 20:00:00,70.07179837024574,price,2017-01-03 23:00:00,day_ahead
2017-01-04 21:00:00,66.72448022191108,price,2017-01-03 23:00:00,day_ahead
2017-01-04 22:00:00,64.59036967581167,price,2017-01-03 23:00:00,day_ahead
2017-01-04 23:00:00,60.15232259162859,price,2017-01-03 23:00:00,day_ahead
2017-01-05 00:00:00,58.42538836278126,price,2017-01-04 23:00:00,day_ahead
2017-01-05 01:00:00,57.572467599154486,price,2017-01-04 23:00:00,day_ahead
2017-01-05 02:00:00,55.20387553329859,price,2017-01-04 23:00:00,day_ahead
2017-01-05 03:00:00,56.49527175359645,price,2017-01-04 23:00:00,day_ahead
2017-01-05 04:00:00,59.52439904008317,price,2017-01-04 23:00:00,day_ahead
2017-01-05 05:00:00,63.26947016738172,price,2017-01-04 23:00:00,day_ahead
2017-01-05 06:00:00,67.25899803044204,price,2017-01-04 23:00:00,day_ahead
2017-01-05 07:00:00,71.17406168966419,price,2017-01-04 23:00:00,day_ahead
2017-01-05 08:00:00,71.87696126114895,price,2017-01-04 23:00:00,day_ahead
2017-01-05 09:00:00,70.90942942966956,price,2017-01-04 23:00:00,day_ahead
2017-01-05 10:00:00,68.9135170487711,price,2017-01-04 23:00:00,day_ahead
2017-01-05 11:00:00,68.97366330388269,price,2017-01-04 23:00:00,day_ahead
2017-01-05 12:00:00,67.84674548308637,price,2017-01-04 23:00:00,day_ahead
