Optimal Profit [€],Contract Defaulting [€],Profit Percentage [%],EBITDA [€],Short Exposure [%],Long Exposure [%],Revenue Exposure [%],Cost Exposure [%],Balancing Exposure [%],Scope 2 Emissions [tCO2/MWh],Hydrogen Produced [tH2],Episode Runtime [s],Scope 2 Emissions Optimal [tCO2/MWh]
34628065.24300404,6390323.20887575,79.84596311114194,27649112.200031172,0.005769037743755655,0.10933606471487207,0.10877391148567504,0.005141516942858859,0.04513450911598376,0.012055972596248014,27960.58973692548,262.6503224372864,0.014032990240290172
34612758.503769815,882540.6613849286,94.19126318912649,32602194.459302586,0.0037018085618393238,0.10276983321693699,0.10242836622696652,0.0033226383587651254,0.031419449600324924,0.012578118245335076,28238.560167888492,264.6982002258301,0.01253179917772979
35036877.020787984,2306935.28736789,93.16846811539672,32643321.595743615,0.0004327131233278609,0.0999330429302335,0.09989412024652829,0.00038948762655389676,0.0038838613290302433,0.013122753333891003,28166.821450132942,242.68153715133667,0.013667458517602907
36343020.79050207,0.0,96.29865893736131,34997841.638579905,0.001082335005726657,0.10578232990139928,0.10567993748156365,0.0009679539099873561,0.010861009301164029,0.010454406273623667,28456.18887881055,293.7491612434387,0.009080242083944015
32061947.642119303,6746013.1705352925,79.8801067284304,25611117.995738376,0.0016383194641213196,0.0879961666195107,0.08786466786996427,0.0014943690685414023,0.016723200246325214,0.017552950544343054,27942.625597447717,296.49148178100586,0.019565983893659517
40632297.585766554,0.0,94.88047823742282,38552118.26822811,0.0018903113155382789,0.13610188490065578,0.1358795683744243,0.0016334566298896473,0.011961177102302541,0.002730510138894558,28381.767795301184,296.7875247001648,0.0011013162955232176
41114504.80037898,0.0,97.01104641984413,39885611.3371847,0.005983609650728316,0.13672449475687784,0.13601766561976855,0.005169733034056332,0.036616107976689315,0.003857465185495853,28282.909090909103,259.46972274780273,0.0032063397507606744
36255879.90547973,0.0,97.10877743427953,35207641.724251986,0.0005932303743328539,0.09631539966828731,0.0962637626915327,0.0005361237863566669,0.005538475362562808,0.013723951238181209,28366.872704008147,254.1916151046753,0.012936764499499378
33290194.150739595,241081.84389392624,95.28667353571204,31721118.619819943,0.002188147865207407,0.08759335937412203,0.08741844740279449,0.0019968633761432365,0.022332454685306632,0.017922002702670088,28270.8549987144,261.2323489189148,0.01725620629067798
34162363.038198695,0.0,98.46577164065214,33638234.37624328,0.0016273816746340437,0.0937128043758058,0.09357456860528167,0.0014751001364740224,0.015519255942719608,0.01387191329169416,28300.009572096067,268.765412569046,0.01357249420783561
35382338.34556852,0.0,97.45427817106159,34481602.43471654,0.0004062885949297422,0.10443864320526669,0.10440064092762913,0.00036387180521749125,0.008361708783459511,0.012426732698554082,28312.003953234904,258.98779249191284,0.011594862207994097
41171267.075763375,4030477.2295417907,87.12768333083477,35871571.20106335,0.006671531500838759,0.1443667937852508,0.14354189820937904,0.005713887205244697,0.03828251742049299,0.0029419067737286872,28079.773877295887,266.47542929649353,0.003961698434262944
34173160.674195364,0.0,96.13224008016336,32851424.86229746,0.00023597562362161719,0.08560500716903312,0.08558653538157453,0.0002157792875613365,0.00723610945982975,0.01822878405929181,28350.047202456022,258.40214228630066,0.01701134067985653
33099756.698059782,0.0,93.81925092445309,31053943.791936174,0.00018095155802326634,0.07683194484244378,0.07681910998765969,0.00016705102038503867,0.0021698837582975793,0.018009888159294222,28624.705889157736,267.90949964523315,0.015562060637740452
30639938.683592603,10320379.46286456,69.95012513487255,21432675.450421248,0.0019120625528750623,0.08185124624840989,0.0817075291581243,0.0017558326460838654,0.021037166585774137,0.019850624619878427,27762.102047330074,259.94739747047424,0.023158776089484693
35791250.99880803,0.0,97.0610142215805,34739351.22203463,0.0010821103796857553,0.10364036072192874,0.1035398224350301,0.0009700688631179891,0.009282077046186527,0.012358019760222619,28340.41192703916,257.02330327033997,0.011403682067346788
35632137.27954121,0.0,97.21029004119093,34638103.99731733,0.0002895236777046099,0.10334457338548111,0.10331774402384625,0.00025961074448268255,0.004063993509094093,0.01182076215530826,28384.388249688804,268.29933524131775,0.01088768493574831
37564897.08909613,0.0,92.9123690403888,34902435.813063264,0.0009471282358327385,0.11868765688828131,0.11858857528724438,0.0008348096477310129,0.011827593465069352,0.006975229076480662,28643.001225494805,260.8662703037262,0.0038260531043211978
36637421.936648846,0.0,95.60573668201098,35027477.14382982,0.0005010718482934745,0.1103937188800604,0.11034450742211642,0.00044578132201044155,0.005437164987125793,0.010646489576773159,28491.369737533783,257.73035645484924,0.008830191147308559
36758596.2821123,1035110.0303964224,95.40710208788114,35070311.480946966,0.0013573000447211834,0.11130015623190709,0.11116588209978494,0.0012064145879756756,0.010735871950075361,0.009735137772700343,28230.933836848675,255.1016366481781,0.009574562309673164
