average,totals,averages,balance,fuel_emissions_intensity
102.21610152596647,"{'buying': 24394126.152553327, 'selling': 38497723.99155157, 'baseload_ppa': 0}","{'buying': 110.15436459269827, 'selling': 98.25094499827611}",-14103597.838998243,-21.28084593107461
