average,totals,averages,balance,fuel_emissions_intensity
0.07258243318248292,"{'buying': 38963.89805520442, 'selling': 48560.42332504482, 'baseload_ppa': 31878.2046537465}","{'buying': 0.07485434071511636, 'selling': 0.06427968780476123}",22281.679383906107,0.02699827866703737
0.07112158856771687,"{'buying': 37160.774022893915, 'selling': 51048.510558461894, 'baseload_ppa': 31236.60169894125}","{'buying': 0.07201721203770166, 'selling': 0.0656773165366216}",17348.865163373273,0.021021283367712546
0.0736767149459036,"{'buying': 39620.21922674654, 'selling': 50834.95093347572, 'baseload_ppa': 32358.813204240858}","{'buying': 0.07583754777875165, 'selling': 0.06631873739489982}",21144.08149751168,0.025619873376361988
0.07086187084409125,"{'buying': 36984.957613234124, 'selling': 50362.237976149605, 'baseload_ppa': 31122.533674724877}","{'buying': 0.07176860308341969, 'selling': 0.06454532867432765}",17745.253311809392,0.021501579197636317
0.07461239138864742,"{'buying': 39241.3473089739, 'selling': 52367.291373493434, 'baseload_ppa': 32769.76229789395}","{'buying': 0.07569135655087098, 'selling': 0.06847225329945017}",19643.81823337441,0.023802033482823608
0.07006653639698199,"{'buying': 35836.60976372388, 'selling': 51655.897003979604, 'baseload_ppa': 30773.222785554488}","{'buying': 0.07073119562636905, 'selling': 0.06391811137830836}",14953.935545298758,0.018119393608746703
0.07268178657122748,"{'buying': 37930.14379571781, 'selling': 52556.316410765256, 'baseload_ppa': 31921.84066208311}","{'buying': 0.07307690807797881, 'selling': 0.0663768704953633}",17295.668047035666,0.02095682545381745
0.07379678656471203,"{'buying': 36734.46719600204, 'selling': 52771.76310861697, 'baseload_ppa': 32411.548659221524}","{'buying': 0.07335343396507119, 'selling': 0.0683845573462804}",16374.252746606595,0.019840364408828904
0.07473895914216154,"{'buying': 38660.08147274306, 'selling': 52079.02660190561, 'baseload_ppa': 32825.350855237346}","{'buying': 0.07589808840028091, 'selling': 0.06805860148876601}",19406.4057260748,0.023514365353295475
0.07078467656348167,"{'buying': 36190.25242609709, 'selling': 50020.21524897719, 'baseload_ppa': 31088.62994668115}","{'buying': 0.07180406654764795, 'selling': 0.06525004217378763}",17258.667123801053,0.020911992152915195
0.07294789060781186,"{'buying': 36633.63771317317, 'selling': 53289.66675068974, 'baseload_ppa': 32038.71355495097}","{'buying': 0.0725737567565155, 'selling': 0.06807397110916599}",15382.684517434398,0.01863890042097945
0.07473706727237782,"{'buying': 38056.94309347087, 'selling': 54590.76817129606, 'baseload_ppa': 32824.51994602834}","{'buying': 0.07481626683349667, 'selling': 0.0694033909612039}",16290.69486820315,0.019739118948507283
0.0766373305627149,"{'buying': 40647.596604802005, 'selling': 52681.91391196215, 'baseload_ppa': 33659.11558314439}","{'buying': 0.0785143316954532, 'selling': 0.06910528258149869}",21624.79827598425,0.026202348571409375
0.07189604049126185,"{'buying': 36781.95559444463, 'selling': 51198.21908405827, 'baseload_ppa': 31576.740983762204}","{'buying': 0.07212379971715778, 'selling': 0.06631587963311616}",17160.477494148574,0.02079301768344659
0.07563997542255377,"{'buying': 40400.4210936074, 'selling': 50282.107567556646, 'baseload_ppa': 33221.077205585614}","{'buying': 0.0766082148072176, 'selling': 0.06884762569530697}",23339.39073163637,0.02827988698853296
0.07296939818097736,"{'buying': 36965.54701376644, 'selling': 52477.19748081075, 'baseload_ppa': 32048.159681085257}","{'buying': 0.07343990030193964, 'selling': 0.06695880926355569}",16536.50921404094,0.020036967422804888
0.07259067346469597,"{'buying': 37003.43555497401, 'selling': 51729.6118899097, 'baseload_ppa': 31881.82378569447}","{'buying': 0.07320408772849103, 'selling': 0.0663567827041092}",17155.647450758777,0.020787165213569218
0.06938381287185001,"{'buying': 34757.377232406376, 'selling': 51227.832102154614, 'baseload_ppa': 30473.370613316525}","{'buying': 0.07009411480738333, 'selling': 0.0643712132810689}",14002.915743568286,0.016967061363829094
0.072979536535787,"{'buying': 37631.18222279716, 'selling': 52947.04019549584, 'baseload_ppa': 32052.612446517647}","{'buying': 0.07374487699903684, 'selling': 0.06761863954518789}",16736.754473818968,0.020279600719518818
0.0722634120326946,"{'buying': 36329.27930336506, 'selling': 52276.13832540027, 'baseload_ppa': 31738.090564759466}","{'buying': 0.07315161509139842, 'selling': 0.06648215100247071}",15791.231542724257,0.01913392892611676
