average,totals,averages,balance
0.07258243318248292,"{'buying': 78047.62897217658, 'selling': 50941.15913753189, 'baseload_ppa': 31878.2046537465}","{'buying': 0.05988897348751208, 'selling': 0.08959799781200409}",58984.674488391196
0.07112158856771687,"{'buying': 80635.9686602919, 'selling': 53341.719311888584, 'baseload_ppa': 31236.60169894125}","{'buying': 0.06036672964821575, 'selling': 0.08630947096640712}",58530.85104734456
0.0736767149459036,"{'buying': 80321.11401592505, 'selling': 53776.22126916485, 'baseload_ppa': 32358.813204240858}","{'buying': 0.06054499670718086, 'selling': 0.09069563870396861}",58903.70595100105
0.07086187084409125,"{'buying': 75654.53408000813, 'selling': 53248.31254562536, 'baseload_ppa': 31122.533674724877}","{'buying': 0.05739087258725121, 'selling': 0.08752733933713581}",53528.75520910765
0.07461239138864742,"{'buying': 80460.93427219338, 'selling': 54460.09502695881, 'baseload_ppa': 32769.76229789395}","{'buying': 0.0618287574347955, 'selling': 0.09207036177216861}",58770.60154312852
0.07258243318248292,"{'buying': 78047.62897217658, 'selling': 50941.15913753189, 'baseload_ppa': 31878.2046537465}","{'buying': 0.05988897348751208, 'selling': 0.08959799781200409}",58984.674488391196
0.07112158856771687,"{'buying': 80635.9686602919, 'selling': 53341.719311888584, 'baseload_ppa': 31236.60169894125}","{'buying': 0.06036672964821575, 'selling': 0.08630947096640712}",58530.85104734456
0.0736767149459036,"{'buying': 80321.11401592505, 'selling': 53776.22126916485, 'baseload_ppa': 32358.813204240858}","{'buying': 0.06054499670718086, 'selling': 0.09069563870396861}",58903.70595100105
0.07086187084409125,"{'buying': 75654.53408000813, 'selling': 53248.31254562536, 'baseload_ppa': 31122.533674724877}","{'buying': 0.05739087258725121, 'selling': 0.08752733933713581}",53528.75520910765
0.07461239138864742,"{'buying': 80460.93427219338, 'selling': 54460.09502695881, 'baseload_ppa': 32769.76229789395}","{'buying': 0.0618287574347955, 'selling': 0.09207036177216861}",58770.60154312852
0.07006653639698199,"{'buying': 75825.25624207254, 'selling': 55622.591049470095, 'baseload_ppa': 30773.222785554488}","{'buying': 0.057078562295186784, 'selling': 0.08752857186181813}",50975.88797815694
0.07268178657122748,"{'buying': 79025.64331014847, 'selling': 57674.58512594132, 'baseload_ppa': 31921.84066208311}","{'buying': 0.05934296625622722, 'selling': 0.09063471739224185}",53272.89884629026
0.07379678656471203,"{'buying': 81179.88193165514, 'selling': 57609.16521650871, 'baseload_ppa': 32411.548659221524}","{'buying': 0.06087959360589777, 'selling': 0.09098471537776921}",55982.26537436796
0.07473895914216154,"{'buying': 82061.8405465757, 'selling': 52377.832877181856, 'baseload_ppa': 32825.350855237346}","{'buying': 0.06334078211219639, 'selling': 0.09040021313651075}",62509.35852463118
0.07078467656348167,"{'buying': 75176.0219823785, 'selling': 52318.17101047472, 'baseload_ppa': 31088.62994668115}","{'buying': 0.05775411883519257, 'selling': 0.08838853491884802}",53946.48091858493
0.07294789060781186,"{'buying': 80479.5207792923, 'selling': 54988.873269724834, 'baseload_ppa': 32038.71355495097}","{'buying': 0.06154194289484576, 'selling': 0.08863890642939584}",57529.36106451844
0.07473706727237782,"{'buying': 81654.5870813857, 'selling': 58415.49268910405, 'baseload_ppa': 32824.51994602834}","{'buying': 0.06167660826263595, 'selling': 0.09203632351714303}",56063.61433831
0.0766373305627149,"{'buying': 84700.60348304622, 'selling': 52923.70060022578, 'baseload_ppa': 33659.11558314439}","{'buying': 0.06425222189672807, 'selling': 0.09442019979854001}",65436.01846596483
0.07189604049126185,"{'buying': 80834.72437891329, 'selling': 50907.55054423466, 'baseload_ppa': 31576.740983762204}","{'buying': 0.06038616765142493, 'selling': 0.0897146459548959}",61503.914818440826
0.07563997542255377,"{'buying': 83675.44320921859, 'selling': 55479.531350346755, 'baseload_ppa': 33221.077205585614}","{'buying': 0.06312738767782047, 'selling': 0.09146624162797587}",61416.98906445744
0.07296939818097736,"{'buying': 79275.48794377297, 'selling': 54441.79490731851, 'baseload_ppa': 32048.159681085257}","{'buying': 0.06078053221344313, 'selling': 0.09055754239737739}",56881.85271753971
0.07259067346469597,"{'buying': 76889.31342065454, 'selling': 54949.973407225974, 'baseload_ppa': 31881.82378569447}","{'buying': 0.059767404963909115, 'selling': 0.0891584488819513}",53821.16379912302
0.06938381287185001,"{'buying': 76485.41860861861, 'selling': 53806.945754551925, 'baseload_ppa': 30473.370613316525}","{'buying': 0.05747435360754802, 'selling': 0.0861042979587971}",53151.84346738321
0.072979536535787,"{'buying': 80108.85767434255, 'selling': 53982.033534146554, 'baseload_ppa': 32052.612446517647}","{'buying': 0.06110513067586936, 'selling': 0.08962485699997112}",58179.43658671365
0.0722634120326946,"{'buying': 75652.4835332978, 'selling': 54175.9455501584, 'baseload_ppa': 31738.090564759466}","{'buying': 0.05915280316354137, 'selling': 0.09006276574987153}",53214.62854789886
0.0726406494639999,"{'buying': 77706.41583416241, 'selling': 56262.12934692432, 'baseload_ppa': 31903.773244588756}","{'buying': 0.06027433383987838, 'selling': 0.0894571760446249}",53348.05973182685
0.07572317346411124,"{'buying': 84209.01225752539, 'selling': 55342.60277626353, 'baseload_ppa': 33257.61778543766}","{'buying': 0.06375417985386927, 'selling': 0.09268338312758571}",62124.02726669952
0.0727995402828716,"{'buying': 77072.13945352362, 'selling': 55973.20539059341, 'baseload_ppa': 31973.558092237206}","{'buying': 0.060123626240936826, 'selling': 0.08947733974651975}",53072.49215516741
0.07180856569818783,"{'buying': 81677.6846153977, 'selling': 50889.35620082366, 'baseload_ppa': 31538.322054644097}","{'buying': 0.060550753261114566, 'selling': 0.08809574730006267}",62326.65046921813
0.07063008435742449,"{'buying': 78262.61697687996, 'selling': 56272.939072571186, 'baseload_ppa': 31020.733049780836}","{'buying': 0.058417993287006816, 'selling': 0.08598612560376029}",53010.41095408962
0.07214665244340006,"{'buying': 82724.08162318963, 'selling': 54157.5608693341, 'baseload_ppa': 31686.809753141304}","{'buying': 0.06009002364211309, 'selling': 0.0892571312634309}",60253.33050699684
0.07361188003812404,"{'buying': 87391.36770041606, 'selling': 52819.14425575984, 'baseload_ppa': 32330.337712744076}","{'buying': 0.062494657829420285, 'selling': 0.08935896659651013}",66902.56115740028
0.07608964763868484,"{'buying': 84046.0776717456, 'selling': 58978.76302541519, 'baseload_ppa': 33418.57324291038}","{'buying': 0.06191197453686386, 'selling': 0.09427226396940748}",58485.887889240796
0.07194334789649827,"{'buying': 80194.65694074605, 'selling': 50227.23261862963, 'baseload_ppa': 31597.51839614204}","{'buying': 0.060834804873630244, 'selling': 0.08751093873594407}",61564.94271825846
0.07226838534134172,"{'buying': 75526.81024815304, 'selling': 56342.229812625184, 'baseload_ppa': 31740.274841917286}","{'buying': 0.05860566985449596, 'selling': 0.0876986581858751}",50924.85527744514
0.07464623568938546,"{'buying': 85501.59670083229, 'selling': 53833.1353993918, 'baseload_ppa': 32784.62671477809}","{'buying': 0.06298165181357762, 'selling': 0.09142124449636345}",64453.08801621858
0.0743625721825858,"{'buying': 88423.20371665651, 'selling': 53141.16612565656, 'baseload_ppa': 32660.041702591683}","{'buying': 0.06284900744718099, 'selling': 0.09117982556700886}",67942.07929359164
0.07271661559967003,"{'buying': 76500.04827577973, 'selling': 53473.74854449965, 'baseload_ppa': 31937.13757137508}","{'buying': 0.05942108308187062, 'selling': 0.09000651369165594}",54963.437302655155
0.07297383387338158,"{'buying': 81860.20915247742, 'selling': 53574.215605285, 'baseload_ppa': 32050.10783718919}","{'buying': 0.06171504888692381, 'selling': 0.08941975629333575}",60336.10138438161
0.07185533836334312,"{'buying': 79749.44772774028, 'selling': 51057.15762930642, 'baseload_ppa': 31558.8646091803}","{'buying': 0.05984272184014988, 'selling': 0.08948022561928708}",60251.15470761415
0.07188975420741876,"{'buying': 78084.19329577434, 'selling': 52766.71237016162, 'baseload_ppa': 31573.98004789832}","{'buying': 0.06045077066797752, 'selling': 0.08804003563834559}",56891.46097351104
0.07159419505381434,"{'buying': 78818.54031271269, 'selling': 55082.41494115992, 'baseload_ppa': 31444.17046763526}","{'buying': 0.06017946904295011, 'selling': 0.08807657902479783}",55180.29583918804
0.07418043993031047,"{'buying': 83680.90825557025, 'selling': 53280.35548916208, 'baseload_ppa': 32580.04921739236}","{'buying': 0.06163488673867376, 'selling': 0.09261800052655392}",62980.60198380052
0.07353318541391024,"{'buying': 81082.71881847671, 'selling': 55455.25372248536, 'baseload_ppa': 32295.775033789378}","{'buying': 0.061690232650571976, 'selling': 0.08810826634253181}",57923.24012978074
0.07008120667526575,"{'buying': 73445.81516026182, 'selling': 57042.50046920444, 'baseload_ppa': 30779.665971776718}","{'buying': 0.058707551750210994, 'selling': 0.0863955874566774}",47182.980662834096
0.07423215099167015,"{'buying': 84031.85519467088, 'selling': 53004.15344638219, 'baseload_ppa': 32602.760715541528}","{'buying': 0.062255369249798846, 'selling': 0.09065097250640997}",63630.46246383022
0.07221263278081086,"{'buying': 78736.85286276555, 'selling': 56029.12383567818, 'baseload_ppa': 31715.788317332128}","{'buying': 0.06133610601813469, 'selling': 0.08770738485781698}",54423.517344419495
0.06923756401116263,"{'buying': 73737.2920883647, 'selling': 57720.81772334088, 'baseload_ppa': 30409.138113702626}","{'buying': 0.057287250390766535, 'selling': 0.08538882996982271}",46425.612478726456
0.07054612520757998,"{'buying': 78219.71563936633, 'selling': 51281.656608311685, 'baseload_ppa': 30983.85819116913}","{'buying': 0.05857139468910536, 'selling': 0.08719065288264644}",57921.917222223776
0.07530254996686417,"{'buying': 83774.24018228313, 'selling': 53693.991109030285, 'baseload_ppa': 33072.879945446744}","{'buying': 0.06282418178836874, 'selling': 0.09184179151250238}",63153.12901869958
