baseload,buy,sell,ppa
66.26217694063928,{'dayahead': 69.69181473262299},{'dayahead': 59.79351725723024},"{'SolarPower': 33.98665342796175, 'WindPower': 61.793576782376014, 'HydroPower': 66.26217694063925}"
