,VaR,CVaR,ExpValue,ExpIRR,CVaRIRR,CAPEX,ExpNPV
0,30097252.233265765,30097252.233265765,37874586.841145635,6.8477359999999985,3.475193000000002,33463260.839818127,4411326.001327507
