baseload,buy,sell,ppa
66.26217694063928,{'dayahead': 61.841930011555625},{'dayahead': 75.0118750808097},"{'SolarPower': 33.98665342796175, 'WindPower': 61.793576782376014, 'HydroPower': 66.26217694063925}"
