,price,solar,wind
2023-01-01 00:00:00+00:00,0.0,0.0,3417.1
2023-01-01 01:00:00+00:00,0.0,0.0,3556.7
2023-01-01 02:00:00+00:00,0.0,0.0,3673.1
2023-01-01 03:00:00+00:00,0.0,0.0,4074.0
2023-01-01 04:00:00+00:00,0.0,0.0,4018.6
2023-01-01 05:00:00+00:00,0.0,0.0,3887.3
2023-01-01 06:00:00+00:00,0.0,0.0,3766.5
2023-01-01 07:00:00+00:00,0.0,0.1,3465.2999999999997
2023-01-01 08:00:00+00:00,0.0,29.3,3327.2999999999997
2023-01-01 09:00:00+00:00,0.0,148.8,3385.5
2023-01-01 10:00:00+00:00,0.0,461.1,3424.5
2023-01-01 11:00:00+00:00,0.0,683.1,3390.3
2023-01-01 12:00:00+00:00,0.1,665.8,3929.1000000000004
2023-01-01 13:00:00+00:00,0.1,478.6,4079.3999999999996
2023-01-01 14:00:00+00:00,0.01,271.0,3962.3
2023-01-01 15:00:00+00:00,1.0,136.3,3619.4
2023-01-01 16:00:00+00:00,4.16,53.3,3110.7
2023-01-01 17:00:00+00:00,15.1,0.7,2459.7000000000003
2023-01-01 18:00:00+00:00,19.51,0.0,2019.7
2023-01-01 19:00:00+00:00,24.61,0.0,2013.4
2023-01-01 20:00:00+00:00,40.07,0.0,2189.0
2023-01-01 21:00:00+00:00,40.07,0.0,2367.9
2023-01-01 22:00:00+00:00,16.0,0.0,2044.6
2023-01-01 23:00:00+00:00,61.38,0.0,1502.8999999999999
2023-01-02 00:00:00+00:00,42.17,0.0,1081.7
2023-01-02 01:00:00+00:00,42.0,0.0,852.3000000000001
2023-01-02 02:00:00+00:00,42.07,0.0,811.3000000000001
2023-01-02 03:00:00+00:00,42.17,0.0,891.0
2023-01-02 04:00:00+00:00,63.22,0.0,943.0
2023-01-02 05:00:00+00:00,85.0,0.0,915.3
2023-01-02 06:00:00+00:00,105.36,0.0,885.1999999999999
2023-01-02 07:00:00+00:00,119.46,0.9,696.8000000000001
2023-01-02 08:00:00+00:00,120.14,106.7,553.3
2023-01-02 09:00:00+00:00,121.21,365.9,345.90000000000003
2023-01-02 10:00:00+00:00,125.0,590.6,228.4
2023-01-02 11:00:00+00:00,126.75,837.6,234.20000000000002
2023-01-02 12:00:00+00:00,126.75,981.2,256.2
2023-01-02 13:00:00+00:00,128.0,914.6,214.6
2023-01-02 14:00:00+00:00,128.0,826.3,190.4
2023-01-02 15:00:00+00:00,129.0,623.1,237.7
2023-01-02 16:00:00+00:00,140.0,237.6,259.3
2023-01-02 17:00:00+00:00,174.74,8.9,337.1
2023-01-02 18:00:00+00:00,165.76,0.0,372.3
2023-01-02 19:00:00+00:00,153.0,0.0,343.9
2023-01-02 20:00:00+00:00,141.67,0.0,370.4
2023-01-02 21:00:00+00:00,134.91,0.0,391.4
2023-01-02 22:00:00+00:00,124.22,0.0,353.0
2023-01-02 23:00:00+00:00,130.01,0.0,405.20000000000005
2023-01-03 00:00:00+00:00,120.0,0.0,442.1
2023-01-03 01:00:00+00:00,118.76,0.0,469.1
2023-01-03 02:00:00+00:00,115.0,0.0,531.8000000000001
2023-01-03 03:00:00+00:00,113.63,0.0,597.0
2023-01-03 04:00:00+00:00,116.27,0.0,562.4
2023-01-03 05:00:00+00:00,138.92,0.0,564.0999999999999
2023-01-03 06:00:00+00:00,142.11,0.0,560.8
2023-01-03 07:00:00+00:00,148.56,1.1,504.5
2023-01-03 08:00:00+00:00,158.89,172.4,446.79999999999995
2023-01-03 09:00:00+00:00,154.9,620.4,372.70000000000005
2023-01-03 10:00:00+00:00,146.71,948.7,282.2
2023-01-03 11:00:00+00:00,133.33,1092.1,207.6
2023-01-03 12:00:00+00:00,130.0,1157.6,176.6
2023-01-03 13:00:00+00:00,126.0,1137.1,187.2
2023-01-03 14:00:00+00:00,120.0,1014.8,243.2
2023-01-03 15:00:00+00:00,135.56,735.2,244.1
2023-01-03 16:00:00+00:00,156.3,276.5,246.6
2023-01-03 17:00:00+00:00,169.01,10.1,316.3
2023-01-03 18:00:00+00:00,160.99,0.1,419.90000000000003
2023-01-03 19:00:00+00:00,152.1,0.1,492.2
2023-01-03 20:00:00+00:00,149.92,0.1,532.5
2023-01-03 21:00:00+00:00,132.53,0.1,503.8
2023-01-03 22:00:00+00:00,115.0,0.1,475.20000000000005
2023-01-03 23:00:00+00:00,119.99,0.0,387.3
2023-01-04 00:00:00+00:00,100.0,0.0,313.3
2023-01-04 01:00:00+00:00,90.23,0.0,305.5
2023-01-04 02:00:00+00:00,84.2,0.0,270.4
2023-01-04 03:00:00+00:00,80.23,0.0,307.09999999999997
2023-01-04 04:00:00+00:00,87.31,0.0,321.70000000000005
2023-01-04 05:00:00+00:00,109.0,0.0,340.2
2023-01-04 06:00:00+00:00,105.1,0.0,403.4
2023-01-04 07:00:00+00:00,134.16,1.2,439.29999999999995
2023-01-04 08:00:00+00:00,129.3,145.9,487.3
2023-01-04 09:00:00+00:00,120.7,582.8,453.40000000000003
2023-01-04 10:00:00+00:00,96.77,930.9,367.1
2023-01-04 11:00:00+00:00,105.03,1097.8,243.79999999999998
2023-01-04 12:00:00+00:00,106.0,1140.8,171.2
2023-01-04 13:00:00+00:00,105.07,1118.0,140.2
2023-01-04 14:00:00+00:00,103.9,988.4,124.5
2023-01-04 15:00:00+00:00,107.98,709.8,113.3
2023-01-04 16:00:00+00:00,129.82,261.2,169.7
2023-01-04 17:00:00+00:00,167.29,9.7,320.4
2023-01-04 18:00:00+00:00,160.6,0.0,402.3
2023-01-04 19:00:00+00:00,151.55,0.0,474.79999999999995
2023-01-04 20:00:00+00:00,140.61,0.0,510.3
2023-01-04 21:00:00+00:00,126.58,0.0,619.3
2023-01-04 22:00:00+00:00,104.75,0.0,747.4000000000001
2023-01-04 23:00:00+00:00,95.05,0.0,850.9
2023-01-05 00:00:00+00:00,79.21,0.0,913.1999999999999
2023-01-05 01:00:00+00:00,68.07,0.0,953.0
2023-01-05 02:00:00+00:00,64.27,0.0,1031.5
2023-01-05 03:00:00+00:00,61.97,0.0,1203.7
2023-01-05 04:00:00+00:00,65.1,0.0,1150.9
2023-01-05 05:00:00+00:00,95.05,0.0,988.7
2023-01-05 06:00:00+00:00,108.23,0.0,914.6
2023-01-05 07:00:00+00:00,118.9,1.1,754.6
2023-01-05 08:00:00+00:00,123.27,134.9,616.8
2023-01-05 09:00:00+00:00,104.97,535.7,498.4
2023-01-05 10:00:00+00:00,113.53,866.8,349.0
2023-01-05 11:00:00+00:00,100.82,1026.2,202.5
2023-01-05 12:00:00+00:00,96.44,1087.9,134.5
2023-01-05 13:00:00+00:00,93.9,1086.5,91.6
2023-01-05 14:00:00+00:00,91.16,970.7,60.8
2023-01-05 15:00:00+00:00,94.43,697.5,39.5
2023-01-05 16:00:00+00:00,118.9,261.8,57.8
2023-01-05 17:00:00+00:00,163.2,9.7,65.2
2023-01-05 18:00:00+00:00,177.98,0.0,79.2
