,price,wind,solar,wind-is_weekend,wind-is_winter,wind-is_summer,wind-is_spring,wind-is_autumn,wind-is_day,solar-is_weekend,solar-is_winter,solar-is_summer,solar-is_spring,solar-is_autumn,solar-is_day
2018-01-01 00:00:00+00:00,33.0,1603.0,0.0,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 01:00:00+00:00,32.9,1559.0,0.0,0.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 02:00:00+00:00,28.1,1543.0,0.0,0.0,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 03:00:00+00:00,27.6,1797.0,0.0,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 04:00:00+00:00,24.6,2014.0,0.0,0.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 05:00:00+00:00,20.1,2454.0,0.0,0.0,2454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 06:00:00+00:00,19.9,2869.0,0.0,0.0,2869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 07:00:00+00:00,19.84,3116.0,0.0,0.0,3116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 08:00:00+00:00,19.9,3058.0,41.0,0.0,3058.0,0.0,0.0,0.0,3058.0,0.0,41.0,0.0,0.0,0.0,41.0
2018-01-01 09:00:00+00:00,19.9,3120.0,147.0,0.0,3120.0,0.0,0.0,0.0,3120.0,0.0,147.0,0.0,0.0,0.0,147.0
2018-01-01 10:00:00+00:00,19.9,3305.0,229.0,0.0,3305.0,0.0,0.0,0.0,3305.0,0.0,229.0,0.0,0.0,0.0,229.0
2018-01-01 11:00:00+00:00,23.6,3336.0,259.0,0.0,3336.0,0.0,0.0,0.0,3336.0,0.0,259.0,0.0,0.0,0.0,259.0
2018-01-01 12:00:00+00:00,25.1,3362.0,256.0,0.0,3362.0,0.0,0.0,0.0,3362.0,0.0,256.0,0.0,0.0,0.0,256.0
2018-01-01 13:00:00+00:00,23.6,3323.0,223.0,0.0,3323.0,0.0,0.0,0.0,3323.0,0.0,223.0,0.0,0.0,0.0,223.0
2018-01-01 14:00:00+00:00,24.6,3264.0,202.0,0.0,3264.0,0.0,0.0,0.0,3264.0,0.0,202.0,0.0,0.0,0.0,202.0
2018-01-01 15:00:00+00:00,25.1,3015.0,138.0,0.0,3015.0,0.0,0.0,0.0,3015.0,0.0,138.0,0.0,0.0,0.0,138.0
2018-01-01 16:00:00+00:00,27.6,2839.0,55.0,0.0,2839.0,0.0,0.0,0.0,2839.0,0.0,55.0,0.0,0.0,0.0,55.0
2018-01-01 17:00:00+00:00,27.6,2678.0,1.0,0.0,2678.0,0.0,0.0,0.0,2678.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-01 18:00:00+00:00,28.1,2696.0,0.0,0.0,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 19:00:00+00:00,32.9,2617.0,0.0,0.0,2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 20:00:00+00:00,28.1,2589.0,0.0,0.0,2589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 21:00:00+00:00,28.1,2613.0,0.0,0.0,2613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 22:00:00+00:00,27.6,2730.0,0.0,0.0,2730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 23:00:00+00:00,19.9,2778.0,0.0,0.0,2778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 00:00:00+00:00,27.6,2856.0,0.0,0.0,2856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 01:00:00+00:00,19.9,2825.0,0.0,0.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 02:00:00+00:00,19.84,2718.0,0.0,0.0,2718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 03:00:00+00:00,19.1,2554.0,0.0,0.0,2554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 04:00:00+00:00,19.9,2395.0,0.0,0.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 05:00:00+00:00,22.58,2260.0,0.0,0.0,2260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 06:00:00+00:00,41.92,2414.0,0.0,0.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 07:00:00+00:00,47.95,2588.0,0.0,0.0,2588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 08:00:00+00:00,49.9,2724.0,42.0,0.0,2724.0,0.0,0.0,0.0,2724.0,0.0,42.0,0.0,0.0,0.0,42.0
2018-01-02 09:00:00+00:00,50.5,2945.0,145.0,0.0,2945.0,0.0,0.0,0.0,2945.0,0.0,145.0,0.0,0.0,0.0,145.0
2018-01-02 10:00:00+00:00,49.7,2883.0,208.0,0.0,2883.0,0.0,0.0,0.0,2883.0,0.0,208.0,0.0,0.0,0.0,208.0
2018-01-02 11:00:00+00:00,48.16,2785.0,245.0,0.0,2785.0,0.0,0.0,0.0,2785.0,0.0,245.0,0.0,0.0,0.0,245.0
2018-01-02 12:00:00+00:00,48.02,2801.0,239.0,0.0,2801.0,0.0,0.0,0.0,2801.0,0.0,239.0,0.0,0.0,0.0,239.0
2018-01-02 13:00:00+00:00,47.64,2688.0,191.0,0.0,2688.0,0.0,0.0,0.0,2688.0,0.0,191.0,0.0,0.0,0.0,191.0
2018-01-02 14:00:00+00:00,46.38,2479.0,155.0,0.0,2479.0,0.0,0.0,0.0,2479.0,0.0,155.0,0.0,0.0,0.0,155.0
2018-01-02 15:00:00+00:00,46.4,2319.0,104.0,0.0,2319.0,0.0,0.0,0.0,2319.0,0.0,104.0,0.0,0.0,0.0,104.0
2018-01-02 16:00:00+00:00,49.71,2225.0,29.0,0.0,2225.0,0.0,0.0,0.0,2225.0,0.0,29.0,0.0,0.0,0.0,29.0
2018-01-02 17:00:00+00:00,52.25,2183.0,1.0,0.0,2183.0,0.0,0.0,0.0,2183.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-02 18:00:00+00:00,53.47,2190.0,0.0,0.0,2190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 19:00:00+00:00,55.54,2290.0,0.0,0.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 20:00:00+00:00,55.02,2349.0,0.0,0.0,2349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 21:00:00+00:00,50.5,2356.0,0.0,0.0,2356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 22:00:00+00:00,39.63,2351.0,0.0,0.0,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 23:00:00+00:00,28.1,2399.0,0.0,0.0,2399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 00:00:00+00:00,40.69,2572.0,0.0,0.0,2572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 01:00:00+00:00,30.69,2615.0,0.0,0.0,2615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 02:00:00+00:00,30.69,2576.0,0.0,0.0,2576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 03:00:00+00:00,30.69,2342.0,0.0,0.0,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 04:00:00+00:00,30.69,2020.0,0.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 05:00:00+00:00,39.11,1776.0,0.0,0.0,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 06:00:00+00:00,41.69,1535.0,0.0,0.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 07:00:00+00:00,51.76,1405.0,0.0,0.0,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 08:00:00+00:00,53.9,1496.0,13.0,0.0,1496.0,0.0,0.0,0.0,1496.0,0.0,13.0,0.0,0.0,0.0,13.0
2018-01-03 09:00:00+00:00,54.45,1588.0,64.0,0.0,1588.0,0.0,0.0,0.0,1588.0,0.0,64.0,0.0,0.0,0.0,64.0
2018-01-03 10:00:00+00:00,53.42,1694.0,91.0,0.0,1694.0,0.0,0.0,0.0,1694.0,0.0,91.0,0.0,0.0,0.0,91.0
2018-01-03 11:00:00+00:00,52.26,1700.0,108.0,0.0,1700.0,0.0,0.0,0.0,1700.0,0.0,108.0,0.0,0.0,0.0,108.0
2018-01-03 12:00:00+00:00,52.0,1756.0,108.0,0.0,1756.0,0.0,0.0,0.0,1756.0,0.0,108.0,0.0,0.0,0.0,108.0
2018-01-03 13:00:00+00:00,50.76,1825.0,90.0,0.0,1825.0,0.0,0.0,0.0,1825.0,0.0,90.0,0.0,0.0,0.0,90.0
2018-01-03 14:00:00+00:00,49.96,1745.0,76.0,0.0,1745.0,0.0,0.0,0.0,1745.0,0.0,76.0,0.0,0.0,0.0,76.0
2018-01-03 15:00:00+00:00,49.48,1706.0,51.0,0.0,1706.0,0.0,0.0,0.0,1706.0,0.0,51.0,0.0,0.0,0.0,51.0
2018-01-03 16:00:00+00:00,51.0,1860.0,16.0,0.0,1860.0,0.0,0.0,0.0,1860.0,0.0,16.0,0.0,0.0,0.0,16.0
2018-01-03 17:00:00+00:00,53.05,1949.0,1.0,0.0,1949.0,0.0,0.0,0.0,1949.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-03 18:00:00+00:00,53.47,2017.0,0.0,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 19:00:00+00:00,53.9,1993.0,0.0,0.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 20:00:00+00:00,53.42,1874.0,0.0,0.0,1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 21:00:00+00:00,51.01,1897.0,0.0,0.0,1897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 22:00:00+00:00,41.69,1783.0,0.0,0.0,1783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 23:00:00+00:00,41.11,1763.0,0.0,0.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 00:00:00+00:00,44.19,1787.0,0.0,0.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 01:00:00+00:00,42.11,1768.0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 02:00:00+00:00,41.11,1680.0,0.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 03:00:00+00:00,41.09,1698.0,0.0,0.0,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 04:00:00+00:00,40.08,1876.0,0.0,0.0,1876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 05:00:00+00:00,39.11,2182.0,0.0,0.0,2182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 06:00:00+00:00,39.1,2200.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 07:00:00+00:00,47.23,2322.0,0.0,0.0,2322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 08:00:00+00:00,49.14,2418.0,6.0,0.0,2418.0,0.0,0.0,0.0,2418.0,0.0,6.0,0.0,0.0,0.0,6.0
2018-01-04 09:00:00+00:00,49.63,2549.0,25.0,0.0,2549.0,0.0,0.0,0.0,2549.0,0.0,25.0,0.0,0.0,0.0,25.0
2018-01-04 10:00:00+00:00,48.86,2375.0,54.0,0.0,2375.0,0.0,0.0,0.0,2375.0,0.0,54.0,0.0,0.0,0.0,54.0
2018-01-04 11:00:00+00:00,48.36,2260.0,86.0,0.0,2260.0,0.0,0.0,0.0,2260.0,0.0,86.0,0.0,0.0,0.0,86.0
2018-01-04 12:00:00+00:00,48.19,2362.0,107.0,0.0,2362.0,0.0,0.0,0.0,2362.0,0.0,107.0,0.0,0.0,0.0,107.0
2018-01-04 13:00:00+00:00,45.58,2464.0,88.0,0.0,2464.0,0.0,0.0,0.0,2464.0,0.0,88.0,0.0,0.0,0.0,88.0
2018-01-04 14:00:00+00:00,44.19,2533.0,55.0,0.0,2533.0,0.0,0.0,0.0,2533.0,0.0,55.0,0.0,0.0,0.0,55.0
2018-01-04 15:00:00+00:00,44.19,2647.0,28.0,0.0,2647.0,0.0,0.0,0.0,2647.0,0.0,28.0,0.0,0.0,0.0,28.0
2018-01-04 16:00:00+00:00,50.08,2703.0,9.0,0.0,2703.0,0.0,0.0,0.0,2703.0,0.0,9.0,0.0,0.0,0.0,9.0
2018-01-04 17:00:00+00:00,49.96,2675.0,0.0,0.0,2675.0,0.0,0.0,0.0,2675.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 18:00:00+00:00,49.14,2767.0,0.0,0.0,2767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 19:00:00+00:00,49.36,2791.0,0.0,0.0,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 20:00:00+00:00,48.97,2812.0,0.0,0.0,2812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 21:00:00+00:00,48.11,2915.0,0.0,0.0,2915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 22:00:00+00:00,40.0,3009.0,0.0,0.0,3009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 23:00:00+00:00,34.85,3058.0,0.0,0.0,3058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 00:00:00+00:00,34.85,3192.0,0.0,0.0,3192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 01:00:00+00:00,20.1,3321.0,0.0,0.0,3321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 02:00:00+00:00,16.1,3545.0,0.0,0.0,3545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 03:00:00+00:00,14.6,3764.0,0.0,0.0,3764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 04:00:00+00:00,13.51,3878.0,0.0,0.0,3878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 05:00:00+00:00,23.96,3677.0,0.0,0.0,3677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 06:00:00+00:00,40.1,3360.0,0.0,0.0,3360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 07:00:00+00:00,49.34,2561.0,0.0,0.0,2561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 08:00:00+00:00,51.73,1883.0,8.0,0.0,1883.0,0.0,0.0,0.0,1883.0,0.0,8.0,0.0,0.0,0.0,8.0
2018-01-05 09:00:00+00:00,53.27,1357.0,20.0,0.0,1357.0,0.0,0.0,0.0,1357.0,0.0,20.0,0.0,0.0,0.0,20.0
2018-01-05 10:00:00+00:00,52.02,1188.0,36.0,0.0,1188.0,0.0,0.0,0.0,1188.0,0.0,36.0,0.0,0.0,0.0,36.0
2018-01-05 11:00:00+00:00,51.95,1602.0,37.0,0.0,1602.0,0.0,0.0,0.0,1602.0,0.0,37.0,0.0,0.0,0.0,37.0
2018-01-05 12:00:00+00:00,52.02,1798.0,29.0,0.0,1798.0,0.0,0.0,0.0,1798.0,0.0,29.0,0.0,0.0,0.0,29.0
2018-01-05 13:00:00+00:00,51.95,1941.0,26.0,0.0,1941.0,0.0,0.0,0.0,1941.0,0.0,26.0,0.0,0.0,0.0,26.0
2018-01-05 14:00:00+00:00,52.53,2168.0,18.0,0.0,2168.0,0.0,0.0,0.0,2168.0,0.0,18.0,0.0,0.0,0.0,18.0
2018-01-05 15:00:00+00:00,53.99,2227.0,13.0,0.0,2227.0,0.0,0.0,0.0,2227.0,0.0,13.0,0.0,0.0,0.0,13.0
2018-01-05 16:00:00+00:00,56.35,2020.0,3.0,0.0,2020.0,0.0,0.0,0.0,2020.0,0.0,3.0,0.0,0.0,0.0,3.0
2018-01-05 17:00:00+00:00,58.19,1898.0,0.0,0.0,1898.0,0.0,0.0,0.0,1898.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 18:00:00+00:00,58.76,1854.0,0.0,0.0,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 19:00:00+00:00,60.58,1997.0,0.0,0.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 20:00:00+00:00,61.01,1859.0,0.0,0.0,1859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 21:00:00+00:00,58.05,1935.0,0.0,0.0,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 22:00:00+00:00,55.01,2056.0,0.0,0.0,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 23:00:00+00:00,57.56,2029.0,0.0,0.0,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 00:00:00+00:00,51.99,1863.0,0.0,1863.0,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 01:00:00+00:00,44.19,1793.0,0.0,1793.0,1793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 02:00:00+00:00,40.01,1768.0,0.0,1768.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 03:00:00+00:00,30.75,1930.0,0.0,1930.0,1930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 04:00:00+00:00,30.5,1978.0,0.0,1978.0,1978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 05:00:00+00:00,30.5,2008.0,0.0,2008.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 06:00:00+00:00,36.98,2157.0,0.0,2157.0,2157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 07:00:00+00:00,43.01,2220.0,0.0,2220.0,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 08:00:00+00:00,48.19,2285.0,36.0,2285.0,2285.0,0.0,0.0,0.0,2285.0,36.0,36.0,0.0,0.0,0.0,36.0
2018-01-06 09:00:00+00:00,55.01,2177.0,158.0,2177.0,2177.0,0.0,0.0,0.0,2177.0,158.0,158.0,0.0,0.0,0.0,158.0
2018-01-06 10:00:00+00:00,56.64,2137.0,274.0,2137.0,2137.0,0.0,0.0,0.0,2137.0,274.0,274.0,0.0,0.0,0.0,274.0
2018-01-06 11:00:00+00:00,55.38,2207.0,327.0,2207.0,2207.0,0.0,0.0,0.0,2207.0,327.0,327.0,0.0,0.0,0.0,327.0
2018-01-06 12:00:00+00:00,52.07,2310.0,326.0,2310.0,2310.0,0.0,0.0,0.0,2310.0,326.0,326.0,0.0,0.0,0.0,326.0
2018-01-06 13:00:00+00:00,48.19,2552.0,298.0,2552.0,2552.0,0.0,0.0,0.0,2552.0,298.0,298.0,0.0,0.0,0.0,298.0
2018-01-06 14:00:00+00:00,42.75,2832.0,236.0,2832.0,2832.0,0.0,0.0,0.0,2832.0,236.0,236.0,0.0,0.0,0.0,236.0
2018-01-06 15:00:00+00:00,39.51,2767.0,150.0,2767.0,2767.0,0.0,0.0,0.0,2767.0,150.0,150.0,0.0,0.0,0.0,150.0
2018-01-06 16:00:00+00:00,44.22,2682.0,54.0,2682.0,2682.0,0.0,0.0,0.0,2682.0,54.0,54.0,0.0,0.0,0.0,54.0
2018-01-06 17:00:00+00:00,49.98,2904.0,1.0,2904.0,2904.0,0.0,0.0,0.0,2904.0,1.0,1.0,0.0,0.0,0.0,1.0
2018-01-06 18:00:00+00:00,48.71,3027.0,0.0,3027.0,3027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 19:00:00+00:00,50.0,3031.0,0.0,3031.0,3031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 20:00:00+00:00,50.0,3114.0,0.0,3114.0,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 21:00:00+00:00,48.69,3211.0,0.0,3211.0,3211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 22:00:00+00:00,46.95,3017.0,0.0,3017.0,3017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 23:00:00+00:00,42.16,2797.0,0.0,2797.0,2797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 00:00:00+00:00,34.39,2761.0,0.0,2761.0,2761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 01:00:00+00:00,32.32,2842.0,0.0,2842.0,2842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 02:00:00+00:00,30.39,2895.0,0.0,2895.0,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 03:00:00+00:00,30.29,3051.0,0.0,3051.0,3051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 04:00:00+00:00,29.89,3017.0,0.0,3017.0,3017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 05:00:00+00:00,29.89,3071.0,0.0,3071.0,3071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 06:00:00+00:00,29.89,3126.0,0.0,3126.0,3126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 07:00:00+00:00,30.89,3171.0,0.0,3171.0,3171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 08:00:00+00:00,43.01,3238.0,41.0,3238.0,3238.0,0.0,0.0,0.0,3238.0,41.0,41.0,0.0,0.0,0.0,41.0
2018-01-07 09:00:00+00:00,49.67,3181.0,174.0,3181.0,3181.0,0.0,0.0,0.0,3181.0,174.0,174.0,0.0,0.0,0.0,174.0
2018-01-07 10:00:00+00:00,53.02,3025.0,250.0,3025.0,3025.0,0.0,0.0,0.0,3025.0,250.0,250.0,0.0,0.0,0.0,250.0
2018-01-07 11:00:00+00:00,53.04,2861.0,279.0,2861.0,2861.0,0.0,0.0,0.0,2861.0,279.0,279.0,0.0,0.0,0.0,279.0
2018-01-07 12:00:00+00:00,54.07,2719.0,299.0,2719.0,2719.0,0.0,0.0,0.0,2719.0,299.0,299.0,0.0,0.0,0.0,299.0
2018-01-07 13:00:00+00:00,53.99,2750.0,263.0,2750.0,2750.0,0.0,0.0,0.0,2750.0,263.0,263.0,0.0,0.0,0.0,263.0
2018-01-07 14:00:00+00:00,49.41,2713.0,238.0,2713.0,2713.0,0.0,0.0,0.0,2713.0,238.0,238.0,0.0,0.0,0.0,238.0
2018-01-07 15:00:00+00:00,48.69,2653.0,170.0,2653.0,2653.0,0.0,0.0,0.0,2653.0,170.0,170.0,0.0,0.0,0.0,170.0
2018-01-07 16:00:00+00:00,54.19,2600.0,68.0,2600.0,2600.0,0.0,0.0,0.0,2600.0,68.0,68.0,0.0,0.0,0.0,68.0
2018-01-07 17:00:00+00:00,57.06,2538.0,4.0,2538.0,2538.0,0.0,0.0,0.0,2538.0,4.0,4.0,0.0,0.0,0.0,4.0
2018-01-07 18:00:00+00:00,63.19,2415.0,0.0,2415.0,2415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 19:00:00+00:00,64.72,2249.0,0.0,2249.0,2249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 20:00:00+00:00,64.69,2393.0,0.0,2393.0,2393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 21:00:00+00:00,64.62,2557.0,0.0,2557.0,2557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 22:00:00+00:00,66.0,2626.0,0.0,2626.0,2626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 23:00:00+00:00,66.69,2679.0,0.0,2679.0,2679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 00:00:00+00:00,57.55,2309.0,0.0,0.0,2309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 01:00:00+00:00,53.01,1910.0,0.0,0.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 02:00:00+00:00,50.14,1931.0,0.0,0.0,1931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 03:00:00+00:00,49.54,1566.0,0.0,0.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 04:00:00+00:00,51.09,1259.0,0.0,0.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 05:00:00+00:00,60.0,1477.0,0.0,0.0,1477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
