,price,solar,wind,Forecasted Load,Actual Load,Residual Load,Imbalance Long,Imbalance Short,gas,oil,ets,gas_with_ets,emissions
2017-06-23 21:00:00+00:00,45.8,0.0,0.19503824279270446,6548.0,5997.6,5003.1,30.02,61.6,2.86730413039525,51.51854265530904,4.86125,3.12426156849325,0.09818883198557357
2017-06-23 22:00:00+00:00,56.75,0.0,0.21784663659541087,5608.0,5604.1,4493.3,58.79,55.03,2.866969407929311,51.52402876747978,4.860833333333334,3.1239048217333107,0.1036868184933017
2017-06-23 23:00:00+00:00,50.69,0.0,0.22796626789566585,5373.0,5246.2,4083.8,45.01,55.89,2.866634685463372,51.52951487965053,4.860416666666667,3.123548074973372,0.10040938520425226
2017-06-24 00:00:00+00:00,46.15,0.0,0.2319278289860757,5140.0,4986.3,3803.7,42.33,49.62,2.866299962997433,51.535000991821285,4.86,3.123191328213433,0.09813707538563764
2017-06-24 01:00:00+00:00,46.23,0.0,0.23512453422239657,4920.0,4782.0,3583.1,45.19,47.12,2.865965240531494,51.54048710399204,4.859583333333333,3.122834581453494,0.09836387728460376
2017-06-24 02:00:00+00:00,45.95,0.0,0.2395175524612669,4758.0,4666.1,3444.8,44.83,46.96,2.865630518065555,51.54597321616279,4.859166666666667,3.1224778346935547,0.0981719312246273
2017-06-24 03:00:00+00:00,45.95,0.0,0.234791135516768,4665.0,4594.5,3397.3,39.75,51.81,2.865295795599616,51.55145932833353,4.85875,3.122121087933616,0.09855481972517433
2017-06-24 04:00:00+00:00,45.6,0.0,0.18385958030986468,4607.0,4461.6,3524.1000000000004,43.22,47.87,2.864961073133677,51.55694544050428,4.858333333333333,3.121764341173677,0.10137149068502391
2017-06-24 05:00:00+00:00,45.8,0.004602510460251046,0.15391253186899392,4466.0,4290.4,3503.4,32.97,58.75,2.864626350667738,51.56243155267503,4.857916666666667,3.121407594413738,0.10341033355217993
2017-06-24 06:00:00+00:00,49.99,0.07552301255230126,0.14791135516767995,4552.0,4514.6,3724.3,42.52,57.54,2.8642916282017987,51.56791766484578,4.8575,3.1210508476537986,0.10559688084867112
2017-06-24 07:00:00+00:00,53.02,0.2518828451882845,0.11043341831731712,4750.0,4889.6,4206.1,42.64,66.27,2.86395690573586,51.57340377701653,4.857083333333334,3.12069410089386,0.10849752709604764
2017-06-24 08:00:00+00:00,57.0,0.3912133891213389,0.08429103745832517,5071.0,5209.4,4592.599999999999,48.09,66.59,2.863622183269921,51.57888988918728,4.8566666666666665,3.120337354133921,0.11143599386932798
2017-06-24 09:00:00+00:00,57.07,0.5267782426778242,0.07275936458129045,5343.0,5453.1,4830.3,58.38,55.62,2.8632874608039818,51.58437600135802,4.85625,3.1199806073739818,0.11155203267537189
2017-06-24 10:00:00+00:00,57.85,0.5805439330543933,0.09286134536183566,5536.0,5659.0,4908.0,53.08,62.77,2.862952738338043,51.58986211352877,4.855833333333333,3.119623860614043,0.11047722454247452
2017-06-24 11:00:00+00:00,58.0,0.5506276150627615,0.10323592861345361,5605.0,5724.5,4934.900000000001,48.42,67.82,2.862618015872104,51.59534822569952,4.855416666666667,3.119267113854104,0.10990763952531953
2017-06-24 12:00:00+00:00,57.04,0.5493723849372385,0.1390076485585409,5473.0,5550.1,4578.7,50.52,63.6,2.862283293406165,51.60083433787028,4.855,3.118910367094165,0.10773155285157714
2017-06-24 13:00:00+00:00,53.0,0.3799163179916318,0.18703667385761916,5405.0,5450.7,4315.4,53.76,52.2,2.8619485709402257,51.60632045004103,4.854583333333333,3.1185536203342257,0.10320904400910122
2017-06-24 14:00:00+00:00,51.97,0.3073221757322176,0.18340851147283782,5397.0,5387.2,4305.1,49.67,54.71,2.861613848474287,51.611806562211775,4.854166666666667,3.118196873574287,0.10301577240310313
2017-06-24 15:00:00+00:00,51.95,0.22887029288702931,0.17034712688762502,5326.0,5321.3,4343.3,49.9,54.48,2.861279126008348,51.617292674382526,4.85375,3.117840126814348,0.10390511675926421
2017-06-24 16:00:00+00:00,51.77,0.16652719665271964,0.1853108452637772,5252.0,5283.6,4259.1,51.81,51.73,2.8609444035424088,51.62277878655327,4.8533333333333335,3.117483380054409,0.1031131659048628
2017-06-24 17:00:00+00:00,51.95,0.1002092050209205,0.1713473230045107,5285.0,5320.3,4398.700000000001,50.85,53.13,2.86060968107647,51.62826489872402,4.852916666666666,3.11712663329447,0.1039717841575066
2017-06-24 18:00:00+00:00,51.95,0.04874476987447699,0.1694449892135713,5385.0,5375.0,4487.7,48.88,55.23,2.860274958610531,51.63375101089477,4.8525,3.116769886534531,0.10402776966850943
2017-06-24 19:00:00+00:00,53.0,0.006066945606694561,0.16615022553441852,5512.0,5405.0,4554.900000000001,48.56,57.3,2.859940236144592,51.63923712306552,4.852083333333333,3.116413139774592,0.10477527271005664
2017-06-24 20:00:00+00:00,55.62,0.0,0.18964502843694842,5696.0,5549.5,4582.5,41.44,66.77,2.859605513678653,51.64472323523627,4.851666666666667,3.116056393014653,0.10469562709774757
2017-06-24 21:00:00+00:00,52.71,0.0,0.2228672288684056,5649.0,5410.1,4273.700000000001,37.14,65.46,2.859270791212714,51.65020934740702,4.85125,3.115699646254714,0.10151807670696561
2017-06-24 22:00:00+00:00,52.11,0.0,0.22443616395371643,5232.0,5117.9,3973.5,37.71,64.98,2.858936068746775,51.65569545957776,4.850833333333333,3.1153428994947747,0.10161124044010453
2017-06-24 23:00:00+00:00,49.55,0.0,0.2005491272798588,4883.0,4820.7,3798.1,38.56,58.39,2.858601346280836,51.661181571748514,4.850416666666667,3.114986152734836,0.10201786876131407
2017-06-25 00:00:00+00:00,48.69,0.0,0.19084134143949794,4635.0,4566.0,3592.9,40.25,54.91,2.858266623814897,51.66666768391927,4.85,3.114629405974897,0.10251683256345029
2017-06-25 01:00:00+00:00,45.05,0.0,0.18538929201804275,4441.0,4396.1,3450.8,39.29,49.77,2.857931901348958,51.672153796090015,4.849583333333333,3.114272659214958,0.10109837707486666
2017-06-25 02:00:00+00:00,44.95,0.0,0.15048048636987643,4324.0,4280.1,3512.8,33.23,55.29,2.857597178883019,51.677639908260765,4.849166666666666,3.113915912455018,0.10314981026486011
2017-06-25 03:00:00+00:00,44.95,0.0,0.13563443812512258,4269.0,4239.3,3547.7000000000003,43.84,45.99,2.85726245641708,51.68312602043152,4.84875,3.1135591656950803,0.10403085350942588
2017-06-25 04:00:00+00:00,44.05,0.0,0.15046087468131006,4170.0,4145.4,3378.2,39.59,47.95,2.856927733951141,51.68861213260226,4.848333333333334,3.113202418935141,0.10288857579292493
2017-06-25 05:00:00+00:00,43.79,0.010460251046025104,0.1498725240243185,3979.0,3948.8,3179.6000000000004,41.94,45.6,2.856593011485202,51.69409824477301,4.847916666666666,3.112845672175202,0.10311066792125265
2017-06-25 06:00:00+00:00,42.38,0.040585774058577405,0.1938615414787213,4096.0,4077.2,3069.3,38.93,45.38,2.856258289019263,51.69958435694376,4.8475,3.112488925415263,0.09967940302334553
2017-06-25 07:00:00+00:00,43.35,0.09665271966527197,0.16299274367523045,4313.0,4304.3,3427.0000000000005,36.96,48.92,2.855923566553324,51.70507046911451,4.847083333333333,3.112132178655324,0.10145062473090308
2017-06-25 08:00:00+00:00,44.95,0.17677824267782427,0.1426358109433222,4628.0,4600.4,3788.6,41.83,47.53,2.855588844087385,51.71055658128526,4.846666666666667,3.111775431895385,0.10285394336427571
2017-06-25 09:00:00+00:00,44.95,0.3194560669456067,0.1050205922729947,4899.0,4915.3,4227.1,33.1,54.97,2.8552541216214458,51.71604269345601,4.84625,3.1114186851354457,0.10422297993126967
2017-06-25 10:00:00+00:00,45.4,0.33953974895397493,0.08256520886448324,5097.0,5155.8,4572.5,35.81,52.84,2.854919399155507,51.72152880562676,4.845833333333333,3.111061938375507,0.1052577809241714
2017-06-25 11:00:00+00:00,48.78,0.35334728033472806,0.06305157874092959,5201.0,5299.3,4808.900000000001,48.0,49.54,2.854584676689568,51.727014917797504,4.845416666666667,3.110705191615568,0.10792750332654377
2017-06-25 12:00:00+00:00,48.78,0.3284518828451883,0.08433026083545793,5140.0,5230.9,4643.9,46.15,51.22,2.854249954223629,51.732501029968255,4.845,3.110348444855629,0.10690949784823882
2017-06-25 13:00:00+00:00,46.23,0.2633891213389121,0.07976073739949009,5050.0,5090.4,4557.8,45.59,46.88,2.85391523175769,51.737987142139005,4.8445833333333335,3.10999169809569,0.10605465155979045
2017-06-25 14:00:00+00:00,45.15,0.35000000000000003,0.08217297509315552,4966.0,5024.7,4438.4,43.64,46.7,2.853580509291751,51.74347325430976,4.844166666666666,3.109634951335751,0.10536027156549728
2017-06-25 15:00:00+00:00,45.05,0.41589958158995816,0.08964502843694842,4887.0,4987.7,4331.799999999999,38.38,51.08,2.853245786825812,51.748959366480506,4.84375,3.109278204575812,0.10490087074018181
2017-06-25 16:00:00+00:00,50.0,0.3688284518828452,0.08731123749754853,4898.0,4982.0,4360.5,41.26,56.86,2.8529110643598727,51.754445478651256,4.843333333333333,3.108921457815873,0.10781883131183358
2017-06-25 17:00:00+00:00,52.12,0.2757322175732218,0.09641106099235144,4953.0,5060.6,4437.2,39.93,61.32,2.852576341893934,51.759931590822,4.8429166666666665,3.108564711055934,0.10844382877372245
2017-06-25 18:00:00+00:00,54.52,0.14602510460251045,0.08236909197881938,5056.0,5189.8,4700.0,41.61,63.94,2.852241619427995,51.76541770299275,4.8425,3.1082079642959948,0.11043148611827794
2017-06-25 19:00:00+00:00,59.15,0.025523012552301255,0.08523239850951167,5220.0,5277.8,4831.0,53.14,64.71,2.851906896962056,51.7709038151635,4.842083333333333,3.107851217536056,0.11279352586307512
2017-06-25 20:00:00+00:00,60.15,0.0,0.10441262992743675,5477.0,5498.2,4965.8,56.51,63.76,2.851572174496117,51.77638992733425,4.841666666666667,3.107494470776117,0.11193893293752533
2017-06-25 21:00:00+00:00,59.99,0.0,0.11274759756815061,5497.0,5470.4,4895.5,56.74,62.87,2.851237452030178,51.781876039505,4.84125,3.107137724016178,0.11144441097539992
2017-06-25 22:00:00+00:00,56.96,0.0,0.1262012159246911,5241.0,5058.5,4415.0,43.69,68.82,2.850902729564239,51.78736215167575,4.840833333333333,3.1067809772562387,0.10975484547617495
2017-06-25 23:00:00+00:00,53.0,0.0,0.12747597568150618,4951.0,4847.5,4197.5,43.45,61.15,2.8505680070983,51.792848263846494,4.840416666666666,3.1064242304963,0.10786435092839304
2017-06-26 00:00:00+00:00,51.04,0.0,0.11410080407923122,4703.0,4627.0,4045.2,43.92,57.11,2.850233284632361,51.798334376017245,4.84,3.106067483736361,0.10789537664003067
2017-06-26 01:00:00+00:00,50.54,0.0,0.09368503628162385,4539.0,4500.9,4023.2,46.45,54.33,2.849898562166422,51.803820488188,4.838333333333333,3.105644664094422,0.10895277605102839
2017-06-26 02:00:00+00:00,50.53,0.0,0.10011767013139831,4470.0,4414.2,3903.7,47.65,53.37,2.8495638397004828,51.809306600358745,4.836666666666667,3.105221844452483,0.10874785729145608
2017-06-26 03:00:00+00:00,50.54,0.0,0.09068444793096685,4453.0,4415.2,3952.8,48.19,52.8,2.849229117234544,51.814792712529496,4.835,3.104799024810544,0.10926616485214821
2017-06-26 04:00:00+00:00,53.02,0.0,0.07028829182192586,4448.0,4424.2,4065.8,45.81,60.41,2.848894394768605,51.820278824700246,4.833333333333333,3.104376205168605,0.11173419183998924
2017-06-26 05:00:00+00:00,56.69,0.007949790794979079,0.07177878015297118,4581.0,4574.1,4204.3,57.95,55.47,2.848559672302666,51.825764936871,4.831666666666666,3.103953385526666,0.11341287386640199
2017-06-26 06:00:00+00:00,56.93,0.08891213389121339,0.07878015297117082,5067.0,5116.3,4672.1,54.46,59.29,2.848224949836727,51.83125104904174,4.83,3.103530565884727,0.11214124519569281
2017-06-26 07:00:00+00:00,55.96,0.20251046025104602,0.08264365561874877,5777.0,5827.8,5309.6,50.79,60.82,2.847890227370788,51.83673716121249,4.828333333333333,3.103107746242788,0.11004563794000947
2017-06-26 08:00:00+00:00,55.77,0.3378661087866109,0.0646793488919396,6242.0,6221.8,5730.5,45.87,63.52,2.847555504904849,51.84222327338324,4.826666666666666,3.102684926600849,0.11010638466443928
2017-06-26 09:00:00+00:00,55.77,0.43535564853556485,0.05238282016081585,6488.0,6390.8,5915.599999999999,46.89,63.39,2.8472207824389097,51.84770938555399,4.825,3.10226210695891,0.11039130047316253
2017-06-26 10:00:00+00:00,55.89,0.5221757322175732,0.048813492841733676,6670.0,6553.8,6055.3,46.5,63.64,2.846886059972971,51.85319549772474,4.823333333333333,3.101839287316971,0.11028694172588013
2017-06-26 11:00:00+00:00,55.89,0.5847280334728033,0.06048244753873308,6627.0,6427.8,5839.900000000001,47.74,62.98,2.846551337507032,51.85868160989549,4.821666666666666,3.101416467675032,0.10981251660621963
2017-06-26 12:00:00+00:00,55.65,0.6399581589958159,0.06787605412826045,6609.0,6403.8,5751.8,48.2,62.32,2.846216615041093,51.86416772206624,4.82,3.100993648033093,0.10926718017671444
2017-06-26 13:00:00+00:00,54.69,0.6682008368200837,0.06734653853696802,6732.0,6582.8,5920.000000000001,44.54,63.64,2.845881892575154,51.869653834236985,4.818333333333333,3.100570828391154,0.10842629674284167
2017-06-26 14:00:00+00:00,54.52,0.6765690376569037,0.09064522455383409,6758.0,6640.9,5855.3,44.37,63.8,2.845547170109215,51.875139946407735,4.816666666666666,3.100148008749215,0.10695221998468227
2017-06-26 15:00:00+00:00,55.77,0.607112970711297,0.1411845459894097,6753.0,6655.0,5644.900000000001,45.95,64.7,2.845212447643276,51.880626058578486,4.815,3.099725189107276,0.10492662918843217
2017-06-26 16:00:00+00:00,54.96,0.48786610878661085,0.18117277897626985,6624.0,6509.8,5352.8,45.62,62.34,2.844877725177337,51.88611217074924,4.8133333333333335,3.099302369465337,0.10266204903670188
2017-06-26 17:00:00+00:00,55.2,0.32866108786610876,0.24483232006275743,6467.0,6351.5,4946.0,45.54,63.72,2.844543002711398,51.89159828291999,4.8116666666666665,3.098879549823398,0.09974690910643111
2017-06-26 18:00:00+00:00,55.77,0.15627615062761507,0.2851931751323789,6439.0,6380.3,4851.400000000001,45.82,62.88,2.844208280245459,51.89708439509073,4.81,3.098456730181459,0.09797039854026658
2017-06-26 19:00:00+00:00,56.89,0.025523012552301255,0.3025299078250637,6390.0,6285.7,4730.9,41.99,68.23,2.84387355777952,51.90257050726148,4.808333333333334,3.09803391053952,0.0979307561441592
2017-06-26 20:00:00+00:00,56.34,0.0,0.26868013335948226,6460.0,6364.5,4994.5,53.22,59.06,2.843538835313581,51.90805661943223,4.806666666666667,3.097611090897581,0.09935897702380093
2017-06-26 21:00:00+00:00,53.0,0.0,0.26485585408903706,6376.0,6119.5,4769.0,41.48,63.46,2.843204112847642,51.91354273160298,4.805,3.097188271255642,0.09814882089642925
2017-06-26 22:00:00+00:00,57.77,0.0,0.27375956069817614,5394.0,5647.2,4251.299999999999,46.28,66.23,2.842869390381703,51.91902884377373,4.803333333333333,3.096765451613703,0.10112579406537123
2017-06-26 23:00:00+00:00,55.65,0.0,0.30164738183957635,5247.0,5175.1,3637.000000000001,39.98,66.98,2.842534667915764,51.92451495594448,4.801666666666667,3.096342631971764,0.09925726937428567
2017-06-27 00:00:00+00:00,53.02,0.0,0.3546185526573838,4983.0,4944.3,3136.1000000000004,41.53,62.18,2.842199945449825,51.93000106811523,4.8,3.095919812329825,0.0953170350491825
2017-06-27 01:00:00+00:00,52.12,0.0,0.3524612669150814,4799.0,4789.0,2991.8,40.53,61.8,2.841865222983886,51.935487180285975,4.805208333333333,3.095860393538886,0.09520838765997997
2017-06-27 02:00:00+00:00,51.04,0.0,0.348323200627574,4719.0,4691.7,2915.6,39.69,61.19,2.8415305005179468,51.940973292456725,4.810416666666667,3.095800974747947,0.09500692203356217
2017-06-27 03:00:00+00:00,50.59,0.0,0.34979407727005296,4673.0,4677.5,2893.9,38.44,59.87,2.841195778052008,51.94645940462748,4.815625,3.095741555957008,0.0947026851656506
2017-06-27 04:00:00+00:00,52.32,0.0,0.3891547362227888,4664.0,4659.3,2675.0,39.14,63.33,2.840861055586069,51.95194551679823,4.820833333333333,3.0956821371660688,0.09354416243213814
2017-06-27 05:00:00+00:00,55.77,0.0039748953974895395,0.41706216905275545,4723.0,4742.2,2613.7000000000003,43.77,64.76,2.84052633312013,51.957431628968976,4.826041666666667,3.0956227183751297,0.09378106069059484
2017-06-27 06:00:00+00:00,55.77,0.06652719665271967,0.4298489899980389,5200.0,5291.9,3068.3,42.35,65.62,2.840191610654191,51.96291774113973,4.83125,3.095563299584191,0.0920651603189259
2017-06-27 07:00:00+00:00,56.34,0.24790794979079497,0.3898215336340459,5858.0,6046.9,3940.7,46.55,63.78,2.839856888188252,51.96840385331048,4.836458333333333,3.095503880793252,0.09307610950124443
2017-06-27 08:00:00+00:00,56.93,0.40543933054393305,0.33098646793488923,6240.0,6376.0,4494.5,44.35,65.28,2.839522165722313,51.97388996548122,4.841666666666667,3.095444462002313,0.09589018709772815
2017-06-27 09:00:00+00:00,55.97,0.547071129707113,0.32575014708766425,6411.0,6504.5,4582.0,43.74,65.52,2.8391874432563737,51.97937607765197,4.846875,3.095385043211374,0.09528896566574098
2017-06-27 10:00:00+00:00,54.96,0.6366108786610879,0.31716022749558737,6536.0,6669.1,4747.6,45.93,62.83,2.838852720790435,51.98486218982272,4.852083333333333,3.0953256244204352,0.09482831955541915
2017-06-27 11:00:00+00:00,52.28,0.6638075313807532,0.3409492057266131,6450.0,6522.3,4466.5,44.18,57.7,2.838517998324496,51.99034830199347,4.857291666666667,3.095266205629496,0.0922801416682763
2017-06-27 12:00:00+00:00,50.53,0.656276150627615,0.38535006864091,6406.0,6466.0,4187.4,38.26,60.02,2.838183275858557,51.99583441416422,4.8625,3.0952067868385567,0.08899607137064122
2017-06-27 13:00:00+00:00,49.0,0.6420502092050209,0.43802706413022163,6486.0,6696.0,4155.6,39.5,54.81,2.837848553392618,52.00132052633497,4.867708333333333,3.095147368047618,0.08488825971195486
2017-06-27 14:00:00+00:00,46.28,0.6267782426778243,0.490841341439498,6506.0,6704.4,3901.999999999999,41.29,49.12,2.837513830926679,52.00680663850572,4.872916666666667,3.095087949256679,0.0805030992800002
2017-06-27 15:00:00+00:00,45.2,0.5723849372384938,0.541145322612277,6537.0,6708.5,3675.6,39.31,48.86,2.83717910846074,52.01229275067647,4.878125,3.09502853046574,0.0772055042255853
2017-06-27 16:00:00+00:00,44.95,0.44393305439330544,0.5718376152186704,6425.0,6541.0,3413.0,40.49,47.68,2.8368443859948007,52.017778862847216,4.883333333333333,3.094969111674801,0.07580510937094317
2017-06-27 17:00:00+00:00,43.95,0.3127615062761506,0.5552461266915081,6306.0,6387.3,3406.6000000000004,40.3,46.33,2.836509663528862,52.023264975017966,4.888541666666667,3.094909692883862,0.07654747864038575
2017-06-27 18:00:00+00:00,44.95,0.15585774058577406,0.5412826044322416,6261.0,6387.0,3552.5,40.93,47.85,2.836174941062923,52.02875108718872,4.89375,3.0948502740929227,0.07800825866326956
2017-06-27 19:00:00+00:00,46.28,0.02615062761506276,0.5345557952539713,6227.0,6293.3,3555.1000000000004,37.18,53.43,2.835840218596984,52.03423719935947,4.898958333333333,3.094790855301984,0.07939470861990447
2017-06-27 20:00:00+00:00,49.0,0.0,0.5175132378897823,6300.0,6372.1,3733.3,38.83,56.25,2.835505496131045,52.03972331153021,4.904166666666667,3.094731436511045,0.08171485725040449
2017-06-27 21:00:00+00:00,43.95,0.0,0.5446950382427928,6228.0,6172.9,3395.4999999999995,34.39,51.3,2.835170773665106,52.04520942370096,4.909375,3.094672017720106,0.07778798199410286
2017-06-27 22:00:00+00:00,46.1,0.0,0.5644047852520102,5678.0,5689.6,2811.7000000000003,33.31,56.72,2.834836051199167,52.05069553587171,4.914583333333333,3.094612598929167,0.07874609524967646
2017-06-27 23:00:00+00:00,41.81,0.0,0.5702882918219259,5232.0,5285.2,2377.3,31.05,50.37,2.834501328733228,52.05618164804246,4.919791666666667,3.094553180138228,0.0767596402591867
2017-06-28 00:00:00+00:00,41.36,0.0,0.5609727397528927,4961.0,5006.5,2146.1,32.1,48.71,2.834166606267289,52.06166776021321,4.925,3.094493761347289,0.07750584082580694
2017-06-28 01:00:00+00:00,41.16,0.0,0.5617572072955481,4787.0,4819.2,1954.8,32.36,48.12,2.83383188380135,52.06715387238396,4.930208333333333,3.09443434255635,0.07767969529662308
2017-06-28 02:00:00+00:00,40.96,0.0,0.5633457540694253,4700.0,4765.3,1892.8,33.34,46.87,2.8334971613354107,52.07263998455471,4.935416666666667,3.0943749237654106,0.07757663153870593
2017-06-28 03:00:00+00:00,40.96,0.0,0.6111982741714062,4658.0,4705.8,1589.3000000000002,31.38,49.34,2.833162438869472,52.078126096725455,4.940625,3.094315504974472,0.07507051659653487
2017-06-28 04:00:00+00:00,41.61,0.0,0.6493233967444597,4645.0,4714.2,1403.2999999999995,32.02,50.01,2.832827716403533,52.083612208896206,4.945833333333333,3.094256086183533,0.07333574945116816
2017-06-28 05:00:00+00:00,44.95,0.0069037656903765685,0.6310845263777212,4701.0,4771.3,1550.1,32.3,55.86,2.832492993937594,52.08909832106696,4.951041666666667,3.094196667392594,0.07607118286829166
2017-06-28 06:00:00+00:00,50.0,0.09476987447698744,0.6712688762502452,5183.0,5283.6,1815.5,34.56,62.9,2.832158271471655,52.094584433237706,4.95625,3.094137248601655,0.07569503748099397
2017-06-28 07:00:00+00:00,51.57,0.14958158995815898,0.7028829182192586,5835.0,5994.3,2338.8,34.32,66.04,2.831823549005716,52.10007054540846,4.961458333333333,3.094077829810716,0.07354623198408368
2017-06-28 08:00:00+00:00,42.63,0.22531380753138075,0.6935281427730928,6209.0,6270.1,2626.1000000000004,32.47,50.55,2.831488826539777,52.10555665757921,4.966666666666667,3.0940184110197766,0.06856112497251668
2017-06-28 09:00:00+00:00,42.7,0.31506276150627616,0.6418513434006669,6419.0,6399.7,2976.3,28.28,52.15,2.831154104073838,52.11104276974995,4.971875,3.093958992228838,0.07110872485367017
2017-06-28 10:00:00+00:00,42.26,0.4077405857740586,0.6310845263777212,6614.0,6544.0,3131.2000000000003,32.56,46.67,2.830819381607899,52.1165288819207,4.977083333333333,3.093899573437899,0.07111453650161136
2017-06-28 11:00:00+00:00,42.53,0.44435146443514645,0.6577760345165719,6528.0,6400.8,2834.4000000000005,30.96,52.39,2.83048465914196,52.12201499409145,4.982291666666667,3.09384015464696,0.07002415156612574
2017-06-28 12:00:00+00:00,41.96,0.4997907949790795,0.6563639929397922,6558.0,6321.1,2735.4000000000005,31.62,51.12,2.8301499366760208,52.1275011062622,4.9875,3.0937807358560208,0.06987376172738197
2017-06-28 13:00:00+00:00,41.61,0.5658995815899581,0.6520101980780545,6791.0,6557.4,2962.3,25.48,55.5,2.829815214210082,52.13298721843295,4.992708333333333,3.093721317065082,0.06944348595423451
2017-06-28 14:00:00+00:00,41.36,0.6102510460251046,0.6670131398313395,6804.0,6590.4,2897.6,25.51,51.63,2.829480491744143,52.1384733306037,4.997916666666667,3.093661898274143,0.06838809526905848
2017-06-28 15:00:00+00:00,41.36,0.544142259414226,0.6780937438713474,6836.0,6562.7,2844.9999999999995,23.45,54.94,2.829145769278204,52.143959442774445,5.003125,3.093602479483204,0.0678934980809993
2017-06-28 16:00:00+00:00,41.16,0.4464435146443515,0.6987252402431849,6673.0,6340.1,2563.9000000000005,25.77,54.34,2.828811046812265,52.1494455549452,5.008333333333333,3.093543060692265,0.06713721210646421
2017-06-28 17:00:00+00:00,41.58,0.34769874476987445,0.6969797999607766,6532.0,6128.6,2408.5000000000005,22.75,59.42,2.828476324346326,52.154931667115946,5.013541666666667,3.093483641901326,0.06792584762123527
2017-06-28 18:00:00+00:00,42.26,0.1594142259414226,0.661698372229849,6485.0,6100.3,2650.1000000000004,26.35,58.14,2.828141601880387,52.160417779286696,5.01875,3.093424223110387,0.07045051203658365
2017-06-28 19:00:00+00:00,47.81,0.02803347280334728,0.6188076093351638,6458.0,6007.2,2838.5,28.09,66.95,2.827806879414448,52.16590389145745,5.023958333333333,3.093364804319448,0.07614335296461439
2017-06-28 20:00:00+00:00,53.25,0.0,0.581133555599137,6544.0,6178.5,3215.3,25.73,72.34,2.827472156948509,52.1713900036282,5.029166666666667,3.093305385528509,0.08093293507046756
2017-06-28 21:00:00+00:00,44.97,0.0,0.5227103353598745,6516.0,6017.0,3351.7,28.95,56.33,2.82713743448257,52.17687611579895,5.034375,3.09324596673757,0.07982347215093219
2017-06-28 22:00:00+00:00,42.53,0.0,0.504216513041773,5758.0,5469.8,2898.8,33.12,51.06,2.826802712016631,52.18236222796969,5.039583333333333,3.093186547946631,0.08043905479006536
2017-06-28 23:00:00+00:00,40.96,0.0,0.5285546185526574,5194.0,5151.7,2456.6,31.24,50.21,2.826467989550692,52.18784834014044,5.044791666666667,3.0931271291556923,0.07879920609761956
2017-06-29 00:00:00+00:00,40.6,0.0,0.5183761521867032,4949.0,4902.2,2259.0,30.98,49.36,2.826133267084753,52.19333445231119,5.05,3.093067710364753,0.07959122227105976
2017-06-29 01:00:00+00:00,40.46,0.0,0.5363012355363797,4775.0,4761.3,2026.7000000000005,35.82,43.84,2.825798544618814,52.19882056448194,5.04875,3.092666915016814,0.07878227075900597
2017-06-29 02:00:00+00:00,40.37,0.0,0.5513630123553638,4701.0,4664.5,1853.1,27.76,51.8,2.8254638221528747,52.20430667665269,5.047499999999999,3.0922661196688748,0.07808009552594945
2017-06-29 03:00:00+00:00,40.86,0.0,0.5501078642871151,4660.0,4636.2,1831.2,24.59,55.67,2.825129099686936,52.20979278882344,5.04625,3.091865324320936,0.07846893378192338
2017-06-29 04:00:00+00:00,41.81,0.0,0.5734849970582466,4632.0,4558.8,1634.6000000000004,31.69,50.68,2.824794377220997,52.215278900994186,5.045,3.0914645289729967,0.07785435865862166
2017-06-29 05:00:00+00:00,46.83,0.014853556485355648,0.5686016866052167,4693.0,4563.4,1656.999999999999,39.61,53.63,2.824459654755058,52.220765013164936,5.04375,3.0910637336250577,0.08087458681758736
2017-06-29 06:00:00+00:00,50.65,0.1395397489539749,0.5781329672484801,5185.0,5078.4,2063.8,35.43,65.86,2.824124932289119,52.226251125335686,5.0425,3.090662938277119,0.08145137062791981
2017-06-29 07:00:00+00:00,50.77,0.32782426778242674,0.5825652088644833,5846.0,5769.7,2642.5,33.01,66.27,2.82379020982318,52.23173723750644,5.04125,3.09026214292918,0.07989337176223921
2017-06-29 08:00:00+00:00,49.26,0.43430962343096235,0.5851539517552461,6209.0,6072.5,2881.2,31.74,65.99,2.823455487357241,52.23722334967719,5.04,3.0898613475812406,0.07828935038035506
2017-06-29 09:00:00+00:00,48.97,0.4838912133891214,0.5623455579525397,6378.0,6221.1,3122.4,32.51,65.28,2.8231207648913017,52.24270946184794,5.038749999999999,3.0894605522333016,0.07906740352305658
2017-06-29 10:00:00+00:00,49.96,0.5713389121338912,0.5684251814081193,6519.0,6356.1,3184.6,31.12,66.26,2.822786042425363,52.24819557401868,5.0375,3.089059756885363,0.07896613625372734
2017-06-29 11:00:00+00:00,45.2,0.5997907949790795,0.613277113159443,6450.0,6248.4,2834.6,35.21,54.75,2.822451319959424,52.25368168618943,5.03625,3.088658961537424,0.07404953294095237
2017-06-29 12:00:00+00:00,41.96,0.6186192468619247,0.6507746616983723,6400.0,6193.0,2579.0,26.62,54.88,2.8221165974934848,52.25916779836018,5.035,3.088258166189485,0.07029208268022091
2017-06-29 13:00:00+00:00,41.46,0.6481171548117155,0.6891743479113551,6521.0,6339.6,2515.7000000000003,-2.97,77.63,2.821781875027546,52.26465391053093,5.03375,3.087857370841546,0.06763763323633878
