,price,wind,solar,wind-is_weekend,wind-is_winter,wind-is_summer,wind-is_spring,wind-is_autumn,wind-is_day,solar-is_weekend,solar-is_winter,solar-is_summer,solar-is_spring,solar-is_autumn,solar-is_day,log_wind,log_solar
2018-01-01 00:00:00+00:00,33.0,1603.0,0.0,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3796321526095525,0.0
2018-01-01 01:00:00+00:00,32.9,1559.0,0.0,0.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.351799869057777,0.0
2018-01-01 02:00:00+00:00,28.1,1543.0,0.0,0.0,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.341483852363161,0.0
2018-01-01 03:00:00+00:00,27.6,1797.0,0.0,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.493873886783559,0.0
2018-01-01 04:00:00+00:00,24.6,2014.0,0.0,0.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.607878073278507,0.0
2018-01-01 05:00:00+00:00,20.1,2454.0,0.0,0.0,2454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.805474625270857,0.0
2018-01-01 06:00:00+00:00,19.9,2869.0,0.0,0.0,2869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9617188159813645,0.0
2018-01-01 07:00:00+00:00,19.84,3116.0,0.0,0.0,3116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.044305406990638,0.0
2018-01-01 08:00:00+00:00,19.9,3058.0,41.0,0.0,3058.0,0.0,0.0,0.0,3058.0,0.0,41.0,0.0,0.0,0.0,41.0,8.025516386489008,3.713572066704308
2018-01-01 09:00:00+00:00,19.9,3120.0,147.0,0.0,3120.0,0.0,0.0,0.0,3120.0,0.0,147.0,0.0,0.0,0.0,147.0,8.045588280803528,4.990432586778736
2018-01-01 10:00:00+00:00,19.9,3305.0,229.0,0.0,3305.0,0.0,0.0,0.0,3305.0,0.0,229.0,0.0,0.0,0.0,229.0,8.103191752285786,5.43372200355424
2018-01-01 11:00:00+00:00,23.6,3336.0,259.0,0.0,3336.0,0.0,0.0,0.0,3336.0,0.0,259.0,0.0,0.0,0.0,259.0,8.112527763478637,5.556828061699537
2018-01-01 12:00:00+00:00,25.1,3362.0,256.0,0.0,3362.0,0.0,0.0,0.0,3362.0,0.0,256.0,0.0,0.0,0.0,256.0,8.120291313968561,5.545177444479562
2018-01-01 13:00:00+00:00,23.6,3323.0,223.0,0.0,3323.0,0.0,0.0,0.0,3323.0,0.0,223.0,0.0,0.0,0.0,223.0,8.108623268354595,5.407171771460119
2018-01-01 14:00:00+00:00,24.6,3264.0,202.0,0.0,3264.0,0.0,0.0,0.0,3264.0,0.0,202.0,0.0,0.0,0.0,202.0,8.090708716083997,5.308267697401205
2018-01-01 15:00:00+00:00,25.1,3015.0,138.0,0.0,3015.0,0.0,0.0,0.0,3015.0,0.0,138.0,0.0,0.0,0.0,138.0,8.011355109161286,4.927253685157205
2018-01-01 16:00:00+00:00,27.6,2839.0,55.0,0.0,2839.0,0.0,0.0,0.0,2839.0,0.0,55.0,0.0,0.0,0.0,55.0,7.951207156472972,4.007333185232471
2018-01-01 17:00:00+00:00,27.6,2678.0,1.0,0.0,2678.0,0.0,0.0,0.0,2678.0,0.0,1.0,0.0,0.0,0.0,1.0,7.8928255262511176,0.0
2018-01-01 18:00:00+00:00,28.1,2696.0,0.0,0.0,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.899524472032198,0.0
2018-01-01 19:00:00+00:00,32.9,2617.0,0.0,0.0,2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.869783902530146,0.0
2018-01-01 20:00:00+00:00,28.1,2589.0,0.0,0.0,2589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.859026979751538,0.0
2018-01-01 21:00:00+00:00,28.1,2613.0,0.0,0.0,2613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.868254265520613,0.0
2018-01-01 22:00:00+00:00,27.6,2730.0,0.0,0.0,2730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.912056888179006,0.0
2018-01-01 23:00:00+00:00,19.9,2778.0,0.0,0.0,2778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9294865233142895,0.0
2018-01-02 00:00:00+00:00,27.6,2856.0,0.0,0.0,2856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.957177323459475,0.0
2018-01-02 01:00:00+00:00,19.9,2825.0,0.0,0.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.946263643580541,0.0
2018-01-02 02:00:00+00:00,19.84,2718.0,0.0,0.0,2718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.907651594711089,0.0
2018-01-02 03:00:00+00:00,19.1,2554.0,0.0,0.0,2554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.845416036592485,0.0
2018-01-02 04:00:00+00:00,19.9,2395.0,0.0,0.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.781138509845015,0.0
2018-01-02 05:00:00+00:00,22.58,2260.0,0.0,0.0,2260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.723120092266331,0.0
2018-01-02 06:00:00+00:00,41.92,2414.0,0.0,0.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.789040401657477,0.0
2018-01-02 07:00:00+00:00,47.95,2588.0,0.0,0.0,2588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.858640655620791,0.0
2018-01-02 08:00:00+00:00,49.9,2724.0,42.0,0.0,2724.0,0.0,0.0,0.0,2724.0,0.0,42.0,0.0,0.0,0.0,42.0,7.909856667269403,3.7376696182833684
2018-01-02 09:00:00+00:00,50.5,2945.0,145.0,0.0,2945.0,0.0,0.0,0.0,2945.0,0.0,145.0,0.0,0.0,0.0,145.0,7.987864096085687,4.976733742420574
2018-01-02 10:00:00+00:00,49.7,2883.0,208.0,0.0,2883.0,0.0,0.0,0.0,2883.0,0.0,208.0,0.0,0.0,0.0,208.0,7.9665866976384025,5.337538079701318
2018-01-02 11:00:00+00:00,48.16,2785.0,245.0,0.0,2785.0,0.0,0.0,0.0,2785.0,0.0,245.0,0.0,0.0,0.0,245.0,7.932003152361385,5.501258210544727
2018-01-02 12:00:00+00:00,48.02,2801.0,239.0,0.0,2801.0,0.0,0.0,0.0,2801.0,0.0,239.0,0.0,0.0,0.0,239.0,7.937731775260109,5.476463551931511
2018-01-02 13:00:00+00:00,47.64,2688.0,191.0,0.0,2688.0,0.0,0.0,0.0,2688.0,0.0,191.0,0.0,0.0,0.0,191.0,7.89655270164304,5.25227342804663
2018-01-02 14:00:00+00:00,46.38,2479.0,155.0,0.0,2479.0,0.0,0.0,0.0,2479.0,0.0,155.0,0.0,0.0,0.0,155.0,7.8156105320351905,5.043425116919247
2018-01-02 15:00:00+00:00,46.4,2319.0,104.0,0.0,2319.0,0.0,0.0,0.0,2319.0,0.0,104.0,0.0,0.0,0.0,104.0,7.7488913372555315,4.6443908991413725
