Optimal Profit [€],Contract Defaulting [€],Profit Percentage [%],EBITDA [€],Short Exposure [%],Long Exposure [%],Revenue Exposure [%],Cost Exposure [%],Balancing Exposure [%],Scope 2 Emissions [tCO2/MWh],Hydrogen Produced [tH2],Episode Runtime [s]
88727338.95069325,6493053.9371923655,82.98278251131455,73628414.70953067,0.5272369137761961,0.24006725261321357,0.12994199463027425,0.45872669755740725,0.04006127552205349,0.06351728398314667,51846.31040721244,1386.8712768554688
93362018.73672712,0.0,89.65600836506789,83704659.32839632,0.5378700374301043,0.2592758766767937,0.1392366365916335,0.46297882249492056,0.043931892141944734,0.06266257441729912,52269.10287758414,1369.2360701560974
86993557.365284,3409419.501658331,88.65466787799672,77123849.35744707,0.5289658097241196,0.24209881617721052,0.13078546796345217,0.45978476876268426,0.02985740969681633,0.06434916244544217,52054.5748816439,1311.2441680431366
94615701.32233709,0.0,92.34793638853662,87375647.67071965,0.5261896358623708,0.24511159524159143,0.13333307119217994,0.45603115568334607,0.040065871261865726,0.05982020509633722,52173.81818181809,1337.580487728119
83096429.78616679,10397014.475967327,79.94506734872769,66431496.756939255,0.5273263774757192,0.24453641826814118,0.13269729807600084,0.45735159198048597,0.03363141548731586,0.06502700681080081,51649.14068303196,1349.8150975704193
101587858.5448117,0.0,93.41638707546498,94899707.15989712,0.5271810356183215,0.2595307926811715,0.14216158818175995,0.452236142335516,0.04096978630305887,0.056056123397697756,52175.323196860365,4744.519373893738
93015829.11962432,19690535.851001784,67.01053633020209,62330405.96504454,0.5319147306719294,0.2627142767716549,0.14294853977456187,0.45587829663779783,0.03412988099403824,0.060204399516238016,51756.5035872993,1352.9792921543121
89899715.18123735,12536099.040641833,75.9071192230456,68240283.98380026,0.5352471301074666,0.26437328130940735,0.14312051549548105,0.4586422849290092,0.03284361210793863,0.06314563761423848,51856.01635682899,1428.4555888175964
79265873.64893013,0.0,86.9224721533872,68899856.94963038,0.5291465089204952,0.241686194892741,0.13048634938957906,0.4601001126792194,0.03986997958806751,0.06843075217600189,52173.81818181812,1402.0956585407257
94926332.77072436,0.0,92.92950521743599,88214571.36489093,0.5331172521647143,0.25360196710917604,0.1369129582375987,0.4601265920833434,0.04798850290836998,0.06003286781202087,52283.39333097929,1363.3422412872314
86214668.86103836,7123919.8117289115,81.65922400920698,70402229.57403134,0.5306254421028671,0.25824102715106934,0.14045872266506632,0.4560944702915123,0.0419007525318796,0.06288982333173887,51814.448494357064,1409.894423007965
85880979.26113614,27806995.332772296,51.96920354323936,44631660.917147025,0.5309541245400122,0.26067686152023345,0.14191093853419368,0.455605926407938,0.029432414123167987,0.0634383694443985,51773.73237994719,1407.3328504562378
74032965.0566213,1999895.3340563457,86.57505625876688,64094081.14780311,0.528095259055917,0.23719542836679075,0.12796245181656424,0.4605188949144182,0.03513904048044226,0.06953691951735635,52231.853298941045,1362.5486476421356
88563986.8130303,0.0,87.78719208769185,77747837.224073,0.5304232278752697,0.2331714946945238,0.12494507139109197,0.4641494598009008,0.03957135892411284,0.06489312775731595,53267.53385017895,1404.709841966629
82701462.23215973,25263256.821607333,61.54151491327788,50895732.71310346,0.5423704711282725,0.26391568922943937,0.14095140785621427,0.4659225896431043,0.03505478760884848,0.06733481226420067,50898.32036254504,1424.7030382156372
86653286.05915858,2526766.6418942856,88.02099720285442,76273086.49831341,0.5267910821894611,0.2480292720579355,0.13501001976054106,0.45566900777338504,0.036443146877488494,0.06315407068215813,52188.92311493063,1433.0801315307617
87409374.48197964,8577012.977559097,83.34582793510633,72852066.85490349,0.5265444484325917,0.2533428104116008,0.13840992505585734,0.4536654707864589,0.03881468950004651,0.06137688936703903,51741.0599506282,1440.385869026184
94947866.00083801,0.0,91.55164116718822,86926329.57698992,0.5208791539205821,0.2471465221846129,0.13590910120335284,0.4500869362756729,0.03930355695766634,0.05776937941601048,52446.52425688828,1418.998878955841
84117548.17713614,0.0,91.37635235019879,76863547.21068813,0.5296748524267799,0.25002678023186253,0.13554442305172007,0.45788038014958715,0.032850274199606296,0.06417769087649826,52226.86295964975,1437.3593289852142
88916343.73842987,1904302.89994636,87.06803213876569,77417710.7427915,0.523837665399347,0.24964247512591983,0.1367539491763805,0.4522007959286508,0.0423687359691884,0.06157646858302967,52077.99265636501,1441.461565732956
