baseload,buy,sell,ppa
75.62036873861567,"{'dayahead': 72.46274138835871, 'balancing': 100.61828554310983}","{'dayahead': 131.3899358783887, 'balancing': 131.16114866674516}","{'SolarPower': 54.50991557634984, 'WindPower': 60.50845040852537, 'NuclearPower': 75.62036873861567}"
72.38777356557377,"{'dayahead': 70.68844322244261, 'balancing': 87.91515008408344}","{'dayahead': 116.77818932176828, 'balancing': 109.78719640508844}","{'SolarPower': 46.723731906454944, 'WindPower': 63.24286798701659, 'NuclearPower': 72.38777356557378}"
77.80831341074682,"{'dayahead': 75.17174120944307, 'balancing': 87.31375156334023}","{'dayahead': 131.15406598903067, 'balancing': 110.61288250516922}","{'SolarPower': 52.08378488450614, 'WindPower': 65.43659307018432, 'NuclearPower': 77.8083134107468}"
72.59762477231331,"{'dayahead': 68.88881240410674, 'balancing': 91.46241538468361}","{'dayahead': 124.7483396215509, 'balancing': 115.14308054437524}","{'SolarPower': 49.31381354615875, 'WindPower': 61.43090193320811, 'NuclearPower': 72.5976247723133}"
78.9044114298725,"{'dayahead': 75.6012775481427, 'balancing': 100.14655904100894}","{'dayahead': 135.1292653656312, 'balancing': 126.03893834624589}","{'SolarPower': 52.20203353782881, 'WindPower': 68.66180646621245, 'NuclearPower': 78.9044114298725}"
72.32751297814208,"{'dayahead': 66.69979749776446, 'balancing': 98.0009503874846}","{'dayahead': 135.23379004593704, 'balancing': 116.78380549868162}","{'SolarPower': 52.17719969253697, 'WindPower': 61.31545692658726, 'NuclearPower': 72.32751297814208}"
77.09319285063751,"{'dayahead': 73.08655888074935, 'balancing': 91.02376096218885}","{'dayahead': 131.11922275400522, 'balancing': 105.9307036294917}","{'SolarPower': 53.6751782240535, 'WindPower': 65.62504151755331, 'NuclearPower': 77.09319285063754}"
78.4757252959927,"{'dayahead': 74.6827260187159, 'balancing': 97.21745822542441}","{'dayahead': 133.87225785319342, 'balancing': 106.90251552441241}","{'SolarPower': 54.98282175381289, 'WindPower': 68.25761877212216, 'NuclearPower': 78.4757252959927}"
79.75427436247722,"{'dayahead': 77.87482884290542, 'balancing': 97.84693016785735}","{'dayahead': 128.5683494117592, 'balancing': 116.53391031775581}","{'SolarPower': 54.09309442944297, 'WindPower': 68.68194427139962, 'NuclearPower': 79.75427436247722}"
71.72798440346084,"{'dayahead': 68.56089927406066, 'balancing': 95.665606839459}","{'dayahead': 127.5933070985532, 'balancing': 129.56926781325927}","{'SolarPower': 48.419094090331896, 'WindPower': 59.636593485719544, 'NuclearPower': 71.72798440346084}"
76.69219797358835,"{'dayahead': 73.32328287866065, 'balancing': 98.80918064389373}","{'dayahead': 128.09692606138225, 'balancing': 123.83800625915903}","{'SolarPower': 55.016461859611844, 'WindPower': 66.36607071168855, 'NuclearPower': 76.69219797358835}"
81.51108492714027,"{'dayahead': 77.25149345141688, 'balancing': 106.2177445350006}","{'dayahead': 136.38083134120384, 'balancing': 113.59416947383784}","{'SolarPower': 59.683972240119914, 'WindPower': 70.6665047959675, 'NuclearPower': 81.51108492714026}"
83.86848360655738,"{'dayahead': 81.62065912906577, 'balancing': 103.92986608436968}","{'dayahead': 137.5775011719414, 'balancing': 130.76767878726224}","{'SolarPower': 59.68788589835269, 'WindPower': 70.32889842458252, 'NuclearPower': 83.86848360655736}"
73.89298793260473,"{'dayahead': 71.30639191492217, 'balancing': 93.7285434096223}","{'dayahead': 130.87759782896552, 'balancing': 122.88402346217637}","{'SolarPower': 51.71797360278101, 'WindPower': 62.82145082762658, 'NuclearPower': 73.89298793260474}"
80.1538787568306,"{'dayahead': 76.27542005119336, 'balancing': 106.86424832504454}","{'dayahead': 135.53124421513658, 'balancing': 138.77866223223373}","{'SolarPower': 55.21395384775595, 'WindPower': 67.98180916208038, 'NuclearPower': 80.1538787568306}"
76.78792918943535,"{'dayahead': 73.97237028131255, 'balancing': 89.5253963279624}","{'dayahead': 132.27217152997994, 'balancing': 102.69520506034772}","{'SolarPower': 53.473075613377524, 'WindPower': 65.2413158961586, 'NuclearPower': 76.78792918943533}"
76.3680190118397,"{'dayahead': 72.62976297868923, 'balancing': 101.04038371308543}","{'dayahead': 130.3615562784004, 'balancing': 129.33973238571429}","{'SolarPower': 51.98627477414354, 'WindPower': 66.14352933005658, 'NuclearPower': 76.36801901183969}"
70.51144102914388,"{'dayahead': 67.7642955188691, 'balancing': 89.2798557160346}","{'dayahead': 123.27367441367926, 'balancing': 83.72845695346994}","{'SolarPower': 44.62912222527718, 'WindPower': 61.664444531953286, 'NuclearPower': 70.5114410291439}"
77.11806090619307,"{'dayahead': 73.90804339776705, 'balancing': 105.82761359346567}","{'dayahead': 129.93623137623132, 'balancing': 118.3941277416817}","{'SolarPower': 52.74791593831412, 'WindPower': 67.68165801195889, 'NuclearPower': 77.11806090619307}"
75.78253255919854,"{'dayahead': 72.90450980753411, 'balancing': 108.69937967456609}","{'dayahead': 132.06058890508862, 'balancing': 124.78370505383626}","{'SolarPower': 50.20912714364526, 'WindPower': 65.21635402334609, 'NuclearPower': 75.78253255919853}"
